CASEID,ENQUIRYTYPEID,SUBJECTNAME,REASONNAME,TYPENAME,TITLE,OPENEDDATETIMESTRING,CASESTATUS,ADDRESS,ZIP,CLOSEDDATETIMESTRING,LastUpdateDate,EndDate,EndTime,StartDate,StartTime,LATITUDE,LONGITUDE
5002021,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Veg,08/07/18 16:02,0,GATTIS SCHOOL RD,78664,11/07/18 04:02,19/02/19 11:18,07/08/2018,04:02 PM,07/08/2018,04:02 PM,30.498208,-97.611699
5002030,101000173,Property,Private Property,Residential Conditions Complaint Tenant,Residential Conditions Complaint Tenant,08/07/18 16:48,0,GATTIS SCHOOL RD,78664,12/07/18 09:48,19/02/19 11:18,07/08/2018,04:48 PM,07/08/2018,04:48 PM,30.496617,-97.654964
5002038,101000108,Vehicles and Commuting,Traffic Control,Abandoned Vehicle,Abandoned Vehicle Complaint: MN 055DUE - Pct # 4,08/07/18 17:16,0, , ,10/07/18 05:16,19/02/19 11:18,07/08/2018,05:16 PM,07/08/2018,05:16 PM,30.571151,-97.714899
5002043,101000108,Vehicles and Commuting,Traffic Control,Abandoned Vehicle,Abandoned Vehicle Complaint: MN 056klb - Pct # 5,08/07/18 17:33,0,CHRISTOPHER AVE,78681,11/07/18 19:33,19/02/19 11:18,07/08/2018,05:33 PM,07/08/2018,05:33 PM,30.494457,-97.690077
5002067,101000048,Utilities Related,Sewer & Storm Drain,Sewer Issues,Sewer Issue ,09/07/18 07:37,0,CREEKMONT DR,78681,10/07/18 20:37,19/02/19 11:18,07/09/2018,07:37 AM,07/09/2018,07:37 AM,30.502534,-97.705555
5002069,101001068,Animal Related,Animal Control,Animal Complaint - Livability,Animal Complaint - Livability,09/07/18 07:54,0,WINNSBORO CV,78664,09/07/18 14:54,19/02/19 11:18,07/09/2018,07:54 AM,07/09/2018,07:54 AM,30.479849,-97.654467
5002087,101001068,Animal Related,Animal Control,Animal Complaint - Livability,Animal Complaint - Livability,09/07/18 09:18,0,W LOUIS HENNA BLVD,78681,09/07/18 22:18,19/02/19 11:18,07/09/2018,09:18 AM,07/09/2018,09:18 AM,30.480312,-97.686933
5002118,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: MN 704KWX - Pct # 3,09/07/18 10:46,0,GLENN DR,78664,13/07/18 16:46,19/02/19 11:18,07/09/2018,10:46 AM,07/09/2018,10:46 AM,30.467209,-97.649897
5002165,101000168,Property,Private Property,Residential Conditions Complaint,Residential Conditions Complaint,09/07/18 13:18,0, , ,10/07/18 10:18,19/02/19 11:18,07/09/2018,01:18 PM,07/09/2018,01:18 PM,30.566126,-97.713514
5002187,101000108,Vehicles and Commuting,Traffic Control,Abandoned Vehicle,Abandoned Vehicle Complaint: MN 524KAB - Pct # 4,09/07/18 14:11,0,N IH 35 FR,78681,10/07/18 07:11,19/02/19 11:18,07/09/2018,02:11 PM,07/09/2018,02:11 PM,30.563133,-97.695682
5002198,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Veg,09/07/18 14:41,0, , ,14/07/18 06:41,19/02/19 11:18,07/09/2018,02:41 PM,07/09/2018,02:41 PM,30.590467,-97.711935
5002238,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Rubbish,09/07/18 17:11,0, , ,12/07/18 20:11,19/02/19 11:18,07/09/2018,05:11 PM,07/09/2018,05:11 PM,30.458945,-97.669727
5002260,101001068,Animal Related,Animal Control,Animal Complaint - Livability,Animal Complaint - Livability,09/07/18 19:59,0,FANNIN AVE,78664,11/07/18 21:59,19/02/19 11:18,07/09/2018,07:59 PM,07/09/2018,07:59 PM,30.514012,-97.678602
5002261,101000108,Vehicles and Commuting,Traffic Control,Abandoned Vehicle,Abandoned Vehicle Complaint: MN 272hun - Pct # 2,09/07/18 21:09,0,ZEUS CIR,78665,11/07/18 13:09,19/02/19 11:18,07/09/2018,09:09 PM,07/09/2018,09:09 PM,30.549033,-97.667998
5002283,101000022,Streets,Street Maintenance,Pothole,Streets Pothole Repair,10/07/18 08:37,0,GOODSON CT,78664,10/07/18 23:37,19/02/19 11:18,07/10/2018,08:37 AM,07/10/2018,08:37 AM,30.52623,-97.66031
5002305,101000039,Streets,Traffic Signal / Signs,Traffic Signal Timing Issue,Traffic Signal Timing Issue,10/07/18 10:33,0,LARRY LN,78664,13/07/18 16:33,19/02/19 11:18,07/10/2018,10:33 AM,07/10/2018,10:33 AM,30.522267,-97.671897
5002306,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Rubbish,10/07/18 10:36,0,E MAIN ST,78664,15/07/18 00:36,19/02/19 11:18,07/10/2018,10:36 AM,07/10/2018,10:36 AM,30.510696,-97.66702
5002327,101000173,Property,Private Property,Residential Conditions Complaint Tenant,Residential Conditions Complaint Tenant,10/07/18 11:50,0,N IH 35 FR,78681,12/07/18 18:50,19/02/19 11:18,07/10/2018,11:50 AM,07/10/2018,11:50 AM,30.569845,-97.69384
5002349,101001068,Animal Related,Animal Control,Animal Complaint - Livability,Animal Complaint - Livability,10/07/18 13:28,0,HILL ST,78664,15/07/18 06:28,19/02/19 11:18,07/10/2018,01:28 PM,07/10/2018,01:28 PM,30.481532,-97.618247
5002364,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Veg,10/07/18 14:22,0, , ,13/07/18 09:22,19/02/19 11:18,07/10/2018,02:22 PM,07/10/2018,02:22 PM,30.452044,-97.619053
5002365,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Veg,10/07/18 14:23,0, , ,15/07/18 04:23,19/02/19 11:18,07/10/2018,02:23 PM,07/10/2018,02:23 PM,30.452373,-97.619086
5002372,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Rubbish,10/07/18 14:29,0,OAKRIDGE DR,78681,14/07/18 06:29,19/02/19 11:18,07/10/2018,02:29 PM,07/10/2018,02:29 PM,30.491616,-97.699017
5002438,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: OK  - Pct # 4,10/07/18 18:11,0,PLANTATION DR,78681,11/07/18 05:11,19/02/19 11:18,07/10/2018,06:11 PM,07/10/2018,06:11 PM,30.529992,-97.714101
5002457,101001068,Animal Related,Animal Control,Animal Complaint - Livability,Animal Complaint - Livability,11/07/18 07:37,0,WINDRIFT WAY,78664,16/07/18 04:37,19/02/19 11:18,07/11/2018,07:37 AM,07/11/2018,07:37 AM,30.489389,-97.663709
5002476,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Veg,11/07/18 09:50,0,N IH 35 FR,78665,12/07/18 15:50,19/02/19 11:18,07/11/2018,09:50 AM,07/11/2018,09:50 AM,30.561184,-97.691895
5002526,101001068,Animal Related,Animal Control,Animal Complaint - Livability,Animal Complaint - Livability,11/07/18 12:11,0, , ,16/07/18 11:11,19/02/19 11:18,07/11/2018,12:11 PM,07/11/2018,12:11 PM,30.461604,-97.72058
5002528,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: MN 511ENJ - Pct # 3,11/07/18 12:28,0,GLENN DR,78664,14/07/18 07:28,19/02/19 11:18,07/11/2018,12:28 PM,07/11/2018,12:28 PM,30.467209,-97.649897
5002554,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,11/07/18 13:40,0,BONWOOD DR,78681,13/07/18 16:40,19/02/19 11:18,07/11/2018,01:40 PM,07/11/2018,01:40 PM,30.505465,-97.692241
5002577,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: MN 006HMC - Pct # 5,11/07/18 15:14,0,SMYERS LN,78681,14/07/18 04:14,19/02/19 11:18,07/11/2018,03:14 PM,07/11/2018,03:14 PM,30.501591,-97.716792
5002578,101000040,Streets,Traffic Signal / Signs,Traffic Signal Trouble,Traffic Signal Trouble,11/07/18 15:16,0,PECAN AVE,78664,12/07/18 11:16,19/02/19 11:18,07/11/2018,03:16 PM,07/11/2018,03:16 PM,30.515671,-97.678233
5002628,101001981,Property,Private Property,Exterior Nuisance - Self Service,Ext: Tall Grass,12/07/18 06:37,0,JOE DIMAGGIO BLVD,78665,13/07/18 00:37,19/02/19 11:18,07/12/2018,06:37 AM,07/12/2018,06:37 AM,30.524882,-97.640434
5002630,101000381,Animal Related,Animal Control,Animal Complaint - Public Health,Animal Complaint - Public Health,12/07/18 07:35,0,SERVICE,78664,13/07/18 09:35,19/02/19 11:18,07/12/2018,07:35 AM,07/12/2018,07:35 AM,30.478806,-97.670153
5002645,101001068,Animal Related,Animal Control,Animal Complaint - Livability,Animal Complaint - Livability,12/07/18 09:02,0, , ,14/07/18 23:02,19/02/19 11:18,07/12/2018,09:02 AM,07/12/2018,09:02 AM,30.586824,-97.711879
5002656,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,12/07/18 09:32,0,GREENBRIAR LOOP,78664,17/07/18 03:32,19/02/19 11:18,07/12/2018,09:32 AM,07/12/2018,09:32 AM,30.499427,-97.664469
5002658,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,12/07/18 09:36,0,GARDEN PATH DR,78664,14/07/18 08:36,19/02/19 11:18,07/12/2018,09:36 AM,07/12/2018,09:36 AM,30.504836,-97.663637
5002673,101000040,Streets,Traffic Signal / Signs,Traffic Signal Trouble,Traffic Signal Trouble,12/07/18 10:00,0,HESTERS CROSSING RD,78681,16/07/18 21:00,19/02/19 11:18,07/12/2018,10:00 AM,07/12/2018,10:00 AM,30.488434,-97.679635
5002695,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,12/07/18 10:50,0,SANIBEL CT,78681,13/07/18 21:50,19/02/19 11:18,07/12/2018,10:50 AM,07/12/2018,10:50 AM,30.551605,-97.703218
5002720,101000040,Streets,Traffic Signal / Signs,Traffic Signal Trouble,Traffic Signal Trouble,12/07/18 12:37,0,TY COBB PL,78665,14/07/18 20:37,19/02/19 11:18,07/12/2018,12:37 PM,07/12/2018,12:37 PM,30.538924,-97.620708
5002739,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Veg,12/07/18 13:12,0,E OLD SETTLERS BLVD,78665,16/07/18 15:12,19/02/19 11:18,07/12/2018,01:12 PM,07/12/2018,01:12 PM,30.538609,-97.661721
5002743,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: MN 740JAL - Pct # 3,12/07/18 13:29,0, , ,15/07/18 11:29,19/02/19 11:18,07/12/2018,01:29 PM,07/12/2018,01:29 PM,30.453262,-97.615948
5002755,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,12/07/18 14:33,0,MCNEIL RD,78681,16/07/18 11:33,19/02/19 11:18,07/12/2018,02:33 PM,07/12/2018,02:33 PM,30.494172,-97.691425
5002759,101000039,Streets,Traffic Signal / Signs,Traffic Signal Timing Issue,Traffic Signal Timing Issue,12/07/18 15:07,0,BUENA VISTA LN,78665,16/07/18 01:07,19/02/19 11:18,07/12/2018,03:07 PM,07/12/2018,03:07 PM,30.50488,-97.62398
5002766,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,12/07/18 15:25,0,E PALM VALLEY BLVD,78665,15/07/18 05:25,19/02/19 11:18,07/12/2018,03:25 PM,07/12/2018,03:25 PM,30.526831,-97.626766
5002814,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: MN VNM470 - Pct # 3,13/07/18 13:06,0,GLENN DR,78664,15/07/18 10:06,19/02/19 11:18,07/13/2018,01:06 PM,07/13/2018,01:06 PM,30.467209,-97.649897
5002816,101000108,Vehicles and Commuting,Traffic Control,Abandoned Vehicle,Abandoned Vehicle Complaint: MN 371EBW - Pct # 3,13/07/18 13:44,0, , ,15/07/18 02:44,19/02/19 11:18,07/13/2018,01:44 PM,07/13/2018,01:44 PM,30.452264,-97.614082
5002868,101000108,Vehicles and Commuting,Traffic Control,Abandoned Vehicle,Abandoned Vehicle Complaint: MN 105CYD - Pct # 4,15/07/18 09:07,0,WHITE OAK LOOP,78681,19/07/18 12:07,19/02/19 11:18,07/15/2018,09:07 AM,07/15/2018,09:07 AM,30.527576,-97.710849
5002871,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: ND HAW172 - Pct # 1,15/07/18 09:12,0,PARK LN,78664,19/07/18 21:12,19/02/19 11:18,07/15/2018,09:12 AM,07/15/2018,09:12 AM,30.509679,-97.670293
5002895,101001981,Property,Private Property,Exterior Nuisance - Self Service,Ext: Tall Grass,15/07/18 10:19,0,RYDERS RDG,78665,17/07/18 05:19,19/02/19 11:18,07/15/2018,10:19 AM,07/15/2018,10:19 AM,30.555328,-97.637921
5002936,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Veg,15/07/18 12:13,0, , ,19/07/18 15:13,19/02/19 11:18,07/15/2018,12:13 PM,07/15/2018,12:13 PM,30.456385,-97.680536
5002939,101000048,Utilities Related,Sewer & Storm Drain,Sewer Issues,Sewer Issue ,15/07/18 12:29,0,MCNEIL RD,78681,16/07/18 02:29,19/02/19 11:18,07/15/2018,12:29 PM,07/15/2018,12:29 PM,30.486934,-97.698506
5002942,101001068,Animal Related,Animal Control,Animal Complaint - Livability,Animal Complaint - Livability,15/07/18 12:49,0, , ,18/07/18 00:49,19/02/19 11:18,07/15/2018,12:49 PM,07/15/2018,12:49 PM,30.466474,-97.692154
5002972,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Rubbish,15/07/18 14:26,0,WAIMEA CT,78681,15/07/18 20:26,19/02/19 11:18,07/15/2018,02:26 PM,07/15/2018,02:26 PM,30.547362,-97.703925
5002992,101000168,Property,Private Property,Residential Conditions Complaint,Residential Conditions Complaint,15/07/18 14:54,0,CREEK BEND BLVD,78681,18/07/18 00:54,19/02/19 11:18,07/15/2018,02:54 PM,07/15/2018,02:54 PM,30.547781,-97.712091
5003009,101000168,Property,Private Property,Residential Conditions Complaint,Residential Conditions Complaint,15/07/18 15:34,0,ROUNDVILLE LN,78664,20/07/18 08:34,19/02/19 11:18,07/15/2018,03:34 PM,07/15/2018,03:34 PM,30.485517,-97.644068
5003010,101000006,Sidewalks,Complaints,Sidewalk Structural Complaint,Sidewalk Structural Complaint,15/07/18 15:38,0,E LOGAN ST,78664,18/07/18 11:38,19/02/19 11:18,07/15/2018,03:38 PM,07/15/2018,03:38 PM,30.505232,-97.661143
5003050,101001981,Property,Private Property,Exterior Nuisance - Self Service,Ext: Tall Grass,15/07/18 20:57,0,GATTIS SCHOOL RD,78665,17/07/18 02:57,19/02/19 11:18,07/15/2018,08:57 PM,07/15/2018,08:57 PM,30.495939,-97.624888
5003079,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Rubbish,16/07/18 10:03,0,RM 1431,78681,21/07/18 06:03,19/02/19 11:18,07/16/2018,10:03 AM,07/16/2018,10:03 AM,30.558888,-97.694406
5003103,101000022,Streets,Street Maintenance,Pothole,Streets Pothole Repair,16/07/18 11:11,0,RED ROCK DR,78665,16/07/18 12:11,19/02/19 11:18,07/16/2018,11:11 AM,07/16/2018,11:11 AM,30.502837,-97.639114
5003105,101000006,Sidewalks,Complaints,Sidewalk Structural Complaint,Sidewalk Structural Complaint,16/07/18 11:16,0,PALO PINTO CV,78665,18/07/18 04:16,19/02/19 11:18,07/16/2018,11:16 AM,07/16/2018,11:16 AM,30.556731,-97.656423
5003108,101000048,Utilities Related,Sewer & Storm Drain,Sewer Issues,Sewer Issue ,16/07/18 11:29,0,PARADISE RIDGE DR,78665,20/07/18 02:29,19/02/19 11:18,07/16/2018,11:29 AM,07/16/2018,11:29 AM,30.509069,-97.628232
5003116,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Veg,16/07/18 11:57,0,UNIVERSITY BLVD,78665,18/07/18 14:57,19/02/19 11:18,07/16/2018,11:57 AM,07/16/2018,11:57 AM,30.570768,-97.633313
5003118,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Rubbish,16/07/18 12:08,0,SERVICE,78628,19/07/18 01:08,19/02/19 11:18,07/16/2018,12:08 PM,07/16/2018,12:08 PM,30.58128,-97.696559
5003180,101000168,Property,Private Property,Residential Conditions Complaint,Residential Conditions Complaint,16/07/18 14:21,0,UNIVERSITY OAKS BLVD,78665,19/07/18 06:21,19/02/19 11:18,07/16/2018,02:21 PM,07/16/2018,02:21 PM,30.556474,-97.689875
5003188,101000168,Property,Private Property,Residential Conditions Complaint,Residential Conditions Complaint,16/07/18 14:30,0,N IH 35 FR,78681,19/07/18 09:30,19/02/19 11:18,07/16/2018,02:30 PM,07/16/2018,02:30 PM,30.556377,-97.693127
5003197,101000381,Animal Related,Animal Control,Animal Complaint - Public Health,Animal Complaint - Public Health,16/07/18 14:50,0, , ,17/07/18 17:50,19/02/19 11:18,07/16/2018,02:50 PM,07/16/2018,02:50 PM,30.438669,-97.641328
5003217,101000040,Streets,Traffic Signal / Signs,Traffic Signal Trouble,Traffic Signal Trouble,16/07/18 15:19,0, , ,19/07/18 21:19,19/02/19 11:18,07/16/2018,03:19 PM,07/16/2018,03:19 PM,30.452426,-97.703981
5003267,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,18/07/18 10:20,0,E LOGAN ST,78664,21/07/18 22:20,19/02/19 11:18,07/18/2018,10:20 AM,07/18/2018,10:20 AM,30.505232,-97.661143
5003275,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,18/07/18 10:37,0,PECAN LN,78664,19/07/18 02:37,19/02/19 11:18,07/18/2018,10:37 AM,07/18/2018,10:37 AM,30.515942,-97.668158
5003290,101000040,Streets,Traffic Signal / Signs,Traffic Signal Trouble,Traffic Signal Trouble,18/07/18 11:31,0,E OLD SETTLERS BLVD,78665,21/07/18 23:31,19/02/19 11:18,07/18/2018,11:31 AM,07/18/2018,11:31 AM,30.538782,-97.668886
5003318,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Veg,18/07/18 12:55,0,SH 45,78664,21/07/18 14:55,19/02/19 11:18,07/18/2018,12:55 PM,07/18/2018,12:55 PM,30.479207,-97.622993
5003330,101001981,Property,Private Property,Exterior Nuisance - Self Service,Ext: Tall Grass,18/07/18 13:41,0, , ,19/07/18 02:41,19/02/19 11:18,07/18/2018,01:41 PM,07/18/2018,01:41 PM,30.474552,-97.615426
5003352,101000108,Vehicles and Commuting,Traffic Control,Abandoned Vehicle,Abandoned Vehicle Complaint: MN 482JGW - Pct # 2,18/07/18 15:15,0,WINDBERRY PATH,78665,20/07/18 19:15,19/02/19 11:18,07/18/2018,03:15 PM,07/18/2018,03:15 PM,30.571365,-97.6603
5003363,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: - Pct # 3,18/07/18 17:29,0,VALERIAN TRL,78665,20/07/18 22:29,19/02/19 11:18,07/18/2018,05:29 PM,07/18/2018,05:29 PM,30.503467,-97.641586
5003368,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: MN 800KDU - Pct # 3,18/07/18 17:53,0,GLENN DR,78664,20/07/18 12:53,19/02/19 11:18,07/18/2018,05:53 PM,07/18/2018,05:53 PM,30.467209,-97.649897
5003387,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Veg,19/07/18 07:42,0,GATTIS SCHOOL RD,78664,20/07/18 09:42,19/02/19 11:18,07/19/2018,07:42 AM,07/19/2018,07:42 AM,30.497174,-97.660753
5003398,101000022,Streets,Street Maintenance,Pothole,Streets Pothole Repair,19/07/18 08:27,0,S IH 35 FR,78665,22/07/18 17:27,19/02/19 11:18,07/19/2018,08:27 AM,07/19/2018,08:27 AM,30.574659,-97.691926
5003401,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,19/07/18 08:56,0,E PALM VALLEY BLVD,78665,20/07/18 02:56,19/02/19 11:18,07/19/2018,08:56 AM,07/19/2018,08:56 AM,30.525189,-97.631132
5003404,101000323,Public Safety,Police,Suspicious Activity,Police Suspicious Activity,19/07/18 09:12,0, , ,19/07/18 18:12,19/02/19 11:18,07/19/2018,09:12 AM,07/19/2018,09:12 AM,30.454799,-97.660866
5003421,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Rubbish,19/07/18 10:42,0,SETON PKWY,78665,22/07/18 10:42,19/02/19 11:18,07/19/2018,10:42 AM,07/19/2018,10:42 AM,30.564566,-97.649875
5003431,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,19/07/18 12:00,0,WILLOW WAY,78664,24/07/18 10:00,19/02/19 11:18,07/19/2018,12:00 PM,07/19/2018,12:00 PM,30.515618,-97.648862
5003437,101000108,Vehicles and Commuting,Traffic Control,Abandoned Vehicle,Abandoned Vehicle Complaint: MN WG5489 - Pct # 3,19/07/18 12:14,0,S A W GRIMES BLVD,78664,24/07/18 10:14,19/02/19 11:18,07/19/2018,12:14 PM,07/19/2018,12:14 PM,30.489563,-97.653282
5003442,101000172,Property,Private Property,Residential Conditions Complaint HOD Tenant,Residential Conditions Complaint HOD Tenant,19/07/18 12:43,0,S IH 35 FWY,78681,20/07/18 16:43,19/02/19 11:18,07/19/2018,12:43 PM,07/19/2018,12:43 PM,30.497237,-97.679897
5003458,101000108,Vehicles and Commuting,Traffic Control,Abandoned Vehicle,Abandoned Vehicle Complaint: MN YAA7816 - Pct # 5,19/07/18 13:56,0, , ,21/07/18 04:56,19/02/19 11:18,07/19/2018,01:56 PM,07/19/2018,01:56 PM,30.456105,-97.680937
5003463,101000048,Utilities Related,Sewer & Storm Drain,Sewer Issues,Sewer Issue ,19/07/18 14:17,0,N IH 35 FR,78681,23/07/18 22:17,19/02/19 11:18,07/19/2018,02:17 PM,07/19/2018,02:17 PM,30.569453,-97.693595
5003469,101000108,Vehicles and Commuting,Traffic Control,Abandoned Vehicle,Abandoned Vehicle Complaint: MN TYE808 - Pct # 3,19/07/18 14:51,0,CLARY SAGE LOOP,78665,21/07/18 15:51,19/02/19 11:18,07/19/2018,02:51 PM,07/19/2018,02:51 PM,30.502329,-97.64252
5003472,101000168,Property,Private Property,Residential Conditions Complaint,Residential Conditions Complaint,19/07/18 15:41,0,PARKER DR,78728,19/07/18 18:41,19/02/19 11:18,07/19/2018,03:41 PM,07/19/2018,03:41 PM,30.477251,-97.68049
5003482,101000381,Animal Related,Animal Control,Animal Complaint - Public Health,Animal Complaint - Public Health,19/07/18 16:32,0,WINDY PARK DR,78664,22/07/18 21:32,19/02/19 11:18,07/19/2018,04:32 PM,07/19/2018,04:32 PM,30.489689,-97.657091
5003505,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: IA 290YWF - Pct # 3,20/07/18 09:57,0,JOHNSON LN,78665,24/07/18 14:57,19/02/19 11:18,07/20/2018,09:57 AM,07/20/2018,09:57 AM,30.503805,-97.633256
5003521,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,21/07/18 20:45,0,WARNER RANCH DR,78664,24/07/18 19:45,19/02/19 11:18,07/21/2018,08:45 PM,07/21/2018,08:45 PM,30.476887,-97.655755
5003533,101000108,Vehicles and Commuting,Traffic Control,Abandoned Vehicle,Abandoned Vehicle Complaint: MN 66593MG - Pct # 2,22/07/18 08:43,0,TIGER TRL,78664,23/07/18 19:43,19/02/19 11:18,07/22/2018,08:43 AM,07/22/2018,08:43 AM,30.532424,-97.656058
5003553,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Rubbish,22/07/18 09:52,0,BELLVIEW AVE,78681,23/07/18 11:52,19/02/19 11:18,07/22/2018,09:52 AM,07/22/2018,09:52 AM,30.495265,-97.690071
