CASE#,citycode,caseyear,casenbr,reporteddate,offense,address,ResultCode,ARREST,OFFENSE_CODE,LastUpdateDate,begindate,StartDate,StartTime,EndDate,EndTime,latitude,longitude
3005679,RR,2018,505679,07/03/18 17:52,RECVEH,PRIVATE DR,1,No,99,19/02/19 12:18,07/03/18 15:33,03/07/2018,03:33 PM,07/03/2018,03:33 PM,30.53333943,-97.62046141
3005682,RR,2018,505682,23/04/18 21:50,POSDPA, ,2,Yes,40,19/02/19 12:18,23/04/18 20:35,04/23/2018,08:35 PM,04/23/2018,08:35 PM,30.43033879,-97.66217131
3005730,RR,2018,505730,06/02/18 12:04,DAS,SERVICE,2,Yes,99,19/02/19 12:18,06/02/18 11:49,02/06/2018,11:49 AM,06/02/2018,11:49 AM,30.47603886,-97.66799254
3005819,RR,2018,505819,31/01/18 21:15,MISPER,ST WILLIAMS AVE,4,No,99,19/02/19 12:18,31/01/18 20:25,01/31/2018,08:25 PM,01/31/2018,08:25 PM,30.50084965,-97.69761748
3005838,RR,2018,505838,28/03/18 20:30,DAS,E PALM VALLEY BLVD,2,Yes,99,19/02/19 12:18,28/03/18 20:07,03/28/2018,08:07 PM,03/28/2018,08:07 PM,30.51737111,-97.67301268
3005840,RR,2018,505840,01/02/18 19:01,THEFT,STEPHEN DR,1,No,7,19/02/19 12:18,31/01/18 08:00,01/31/2018,08:00 AM,01/31/2018,08:00 AM,30.54019826,-97.61706633
3005863,RR,2018,505863,21/07/18 19:35,RCPROP, ,2,No,99,19/02/19 12:18,21/07/18 18:00,07/21/2018,06:00 PM,07/21/2018,06:00 PM,30.46517079,-97.63381285
3005931,RR,2018,505931,20/07/18 19:41,PD,VERBENA WAY,2,No,99,19/02/19 12:18,20/07/18 17:59,07/20/2018,05:59 PM,07/20/2018,05:59 PM,30.53005879,-97.65716643
3005995,RR,2018,505995,24/07/18 09:09,TBLDG,RAVENWOOD DR,1,No,7,19/02/19 12:18,24/07/18 00:20,07/24/2018,12:20 AM,07/24/2018,12:20 AM,30.51138966,-97.63478178
3006029,RR,2018,506029,25/05/18 08:05,WT,GREENSIDE DR,1,Yes,99,19/02/19 12:18,25/05/18 06:15,05/25/2018,06:15 AM,05/25/2018,06:15 AM,30.5729398,-97.66698546
3006058,RR,2018,506058,06/12/18 10:00,DAS,SUNSET DR,2,Yes,99,19/02/19 12:18,06/12/18 08:10,12/06/2018,08:10 AM,06/12/2018,08:10 AM,30.51484959,-97.68332762
3006063,RR,2018,506063,06/12/18 16:05,AUTOTH,GREENLAWN BLVD,4,No,8,19/02/19 12:18,06/12/18 15:32,12/06/2018,03:32 PM,06/12/2018,03:32 PM,30.48821156,-97.66117186
3006065,RR,2018,506065,06/12/18 17:01,BURGD,LOUIS HENNA BLVD,4,No,6,19/02/19 12:18,06/12/18 14:30,12/06/2018,02:30 PM,06/12/2018,02:30 PM,30.48792164,-97.63098234
3006071,RR,2018,506071,05/08/18 23:06,BURGB,N IH 35 FR,4,No,6,19/02/19 12:18,05/08/18 21:05,08/05/2018,09:05 PM,05/08/2018,09:05 PM,30.5647382,-97.69695372
3006073,RR,2018,506073,06/12/18 18:00,MISC,FOREST CREEK DR,1,Yes,99,19/02/19 12:18,06/12/18 17:13,12/06/2018,05:13 PM,06/12/2018,05:13 PM,30.50557988,-97.6440515
3006194,RR,2018,506194,06/02/18 13:10,NOINS,JEFFREY WAY,2,Yes,99,19/02/19 12:18,06/02/18 12:55,02/06/2018,12:55 PM,06/02/2018,12:55 PM,30.54030888,-97.69094176
3006214,RR,2018,506214,07/02/18 09:42,NODL,CHESTNUT CIR,2,Yes,99,19/02/19 12:18,07/02/18 09:39,02/07/2018,09:39 AM,07/02/2018,09:39 AM,30.53002827,-97.70113463
3006293,RR,2018,506293,07/02/18 14:54,NOINS,N IH 35 FR,2,Yes,99,19/02/19 12:18,07/02/18 14:46,02/07/2018,02:46 PM,07/02/2018,02:46 PM,30.53922169,-97.69094176
3006401,RR,2018,506401,07/02/18 21:00,TFMV,CHINCOTEAGUE WAY,4,No,7,19/02/19 12:18,07/02/18 18:20,02/07/2018,06:20 PM,07/02/2018,06:20 PM,30.48873036,-97.7041635
3006413,RR,2018,506413,07/02/18 22:30,RCPROP,OLD SETTLEMENT RD,4,No,99,19/02/19 12:18,07/02/18 20:16,02/07/2018,08:16 PM,07/02/2018,08:16 PM,30.51364033,-97.66043181
3006476,RR,2018,506476,08/02/18 03:26,DWI, ,2,Yes,35,19/02/19 12:18,08/02/18 00:57,02/08/2018,12:57 AM,08/02/2018,12:57 AM,30.44404881,-97.68104643
3006565,RR,2018,506565,04/05/18 00:26,DAMPRP,N IH 35 FWY,4,No,15,19/02/19 12:18,03/05/18 21:30,05/03/2018,09:30 PM,03/05/2018,09:30 PM,30.55168049,-97.69209379
3006621,RR,2018,506621,07/02/18 00:45,DAMMV,S KENNEY FORT BLVD,1,No,15,19/02/19 12:18,06/02/18 09:00,02/06/2018,09:00 AM,06/02/2018,09:00 AM,30.51151936,-97.63787169
3006666,RR,2018,506666,05/01/18 09:58,LOSTPR,W OAK DR,2,No,99,19/02/19 12:18,05/01/18 01:00,01/05/2018,01:00 AM,05/01/2018,01:00 AM,30.52052968,-97.67429442
3006703,RR,2018,506703,05/08/18 23:11,NOPROF,WHITEHURST DR,7,Yes,99,19/02/19 12:18,05/08/18 21:01,08/05/2018,09:01 PM,05/08/2018,09:01 PM,30.5404691,-97.70802397
3006740,RR,2018,506740,06/02/18 12:19,TLE,N GEORGETOWN ST,2,Yes,99,19/02/19 12:18,06/02/18 10:52,02/06/2018,10:52 AM,06/02/2018,10:52 AM,30.51621907,-97.67029661
3006754,RR,2018,506754,04/05/18 00:55,NODL,W LOUIS HENNA BLVD,4,Yes,99,19/02/19 12:18,04/05/18 00:38,05/04/2018,12:38 AM,04/05/2018,12:38 AM,30.47944157,-97.68122191
3006764,RR,2018,506764,04/05/18 03:08,WT,SERVICE,4,Yes,99,19/02/19 12:18,04/05/18 01:59,05/04/2018,01:59 AM,04/05/2018,01:59 AM,30.54400914,-97.69724364
3006804,RR,2018,506804,28/08/18 22:22,DASLT5,DEERFOOT DR,4,No,9,19/02/19 12:18,28/08/18 21:05,08/28/2018,09:05 PM,08/28/2018,09:05 PM,30.50559132,-97.6753549
3006907,RR,2018,506907,26/01/18 02:15,TFPER,E PALM VALLEY BLVD,1,No,7,19/02/19 12:18,26/01/18 01:45,01/26/2018,01:45 AM,01/26/2018,01:45 AM,30.51948826,-97.6747064
3007037,RR,2018,507037,07/12/18 04:45,CBYMIN,RUSK RD,1,Yes,36,19/02/19 12:18,07/12/18 00:02,12/07/2018,12:02 AM,07/12/2018,12:02 AM,30.51248829,-97.6317758
3007048,RR,2018,507048,07/12/18 00:10,FLEEFT,RM 1431,4,Yes,40,19/02/19 12:18,06/12/18 22:35,12/06/2018,10:35 PM,06/12/2018,10:35 PM,30.55998891,-97.69944853
3007067,RR,2018,507067,29/04/18 13:32,POSDPA,SERVICE,2,Yes,40,19/02/19 12:18,29/04/18 13:30,04/29/2018,01:30 PM,04/29/2018,01:30 PM,30.51896947,-97.68175596
3007108,RR,2018,507108,09/03/18 13:01,AUTOTH,SAM BASS RD,4,No,8,19/02/19 12:18,08/03/18 16:30,03/08/2018,04:30 PM,08/03/2018,04:30 PM,30.52815907,-97.7184915
3007109,RR,2018,507109,09/03/18 13:44,DASLT5, ,4,No,9,19/02/19 12:18,09/03/18 01:00,03/09/2018,01:00 AM,09/03/2018,01:00 AM,30.56355183,-97.70708555
3007139,RR,2018,507139,06/08/18 02:15,HRNI,S A W GRIMES BLVD,4,Yes,99,19/02/19 12:18,06/08/18 01:12,08/06/2018,01:12 AM,06/08/2018,01:12 AM,30.4881696,-97.65364165
3007244,RR,2018,507244,10/02/18 12:57,DOGDOO, ,1,Yes,99,19/02/19 12:18,10/02/18 11:03,02/10/2018,11:03 AM,10/02/2018,11:03 AM,30.448821,-97.70799345
3007252,RR,2018,507252,10/02/18 13:14,NOPROF,E OLD SETTLERS BLVD,2,Yes,99,19/02/19 12:18,10/02/18 11:51,02/10/2018,11:51 AM,10/02/2018,11:51 AM,30.53877919,-97.67201323
3007256,RR,2018,507256,10/02/18 13:35,RECVEH,E PALM VALLEY BLVD,1,No,99,19/02/19 12:18,09/02/18 12:03,02/09/2018,12:03 PM,09/02/2018,12:03 PM,30.52989094,-97.61793608
3007259,RR,2018,507259,10/02/18 14:00,TLE, ,4,Yes,99,19/02/19 12:18,06/12/18 20:43,12/06/2018,08:43 PM,06/12/2018,08:43 PM,30.47756856,-97.72471708
3007262,RR,2018,507262,10/02/18 14:38,DAS,RAINTREE PATH,2,Yes,99,19/02/19 12:18,10/02/18 14:24,02/10/2018,02:24 PM,10/02/2018,02:24 PM,30.51185124,-97.65019316
3007405,RR,2018,507405,01/02/18 01:00,NARC,MEISTER PL,2,No,28,19/02/19 12:18,31/01/18 20:00,01/31/2018,08:00 PM,01/31/2018,08:00 PM,30.48691838,-97.63610167
3007437,RR,2018,507437,01/02/18 11:20,RECVEH,W LOUIS HENNA BLVD,4,No,99,19/02/19 12:18,01/02/18 11:05,02/01/2018,11:05 AM,01/02/2018,11:05 AM,30.4782819,-97.68388457
3007442,RR,2018,507442,01/02/18 17:31,WT,HAIRY MAN RD,4,Yes,99,19/02/19 12:18,01/02/18 16:59,02/01/2018,04:59 PM,01/02/2018,04:59 PM,30.52252858,-97.71175474
3007446,RR,2018,507446,01/02/18 17:45,TLE,MCNEIL RD,2,Yes,99,19/02/19 12:18,01/02/18 17:04,02/01/2018,05:04 PM,01/02/2018,05:04 PM,30.50427907,-97.68228239
3007454,RR,2018,507454,01/02/18 18:00,FORCE,SUNDANCE PKWY,4,Yes,99,19/02/19 12:18,01/02/18 15:45,02/01/2018,03:45 PM,01/02/2018,03:45 PM,30.48308842,-97.67996306
3007475,RR,2018,507475,17/04/18 11:42,RECGUN,RM 1431,4,No,99,19/02/19 12:18,17/04/18 10:23,04/17/2018,10:23 AM,04/17/2018,10:23 AM,30.5529012,-97.70956511
3007479,RR,2018,507479,01/07/18 03:06,DASLT5,WINDY PARK DR,2,Yes,9,19/02/19 12:18,01/07/18 01:20,07/01/2018,01:20 AM,01/07/2018,01:20 AM,30.48845189,-97.65673155
3007506,RR,2018,507506,06/12/18 05:13,DAMMV,VALERIAN TRL,1,No,15,19/02/19 12:18,05/12/18 22:00,12/05/2018,10:00 PM,05/12/2018,10:00 PM,30.50392811,-97.64359373
3007535,RR,2018,507535,07/03/18 18:44,OPBOTT,WILDERNESS PATH,2,Yes,99,19/02/19 12:18,07/03/18 16:49,03/07/2018,04:49 PM,07/03/2018,04:49 PM,30.54098027,-97.66910643
3007552,RR,2018,507552,01/07/18 06:15,ROBPER,N GEORGETOWN ST,2,No,4,19/02/19 12:18,01/07/18 05:45,07/01/2018,05:45 AM,01/07/2018,05:45 AM,30.52027028,-97.67056364
3007570,RR,2018,507570,02/05/18 04:20,TRSPAS,SUNRISE RD,8,No,40,19/02/19 12:18,02/05/18 02:03,05/02/2018,02:03 AM,02/05/2018,02:03 AM,30.53967946,-97.67081541
3007585,RR,2018,507585,02/10/18 00:19,MISC,E LOGAN ST,2,No,99,19/02/19 12:18,02/10/18 00:00,10/02/2018,12:00 AM,02/10/2018,12:00 AM,30.50279133,-97.66551298
3007603,RR,2018,507603,16/10/18 10:51,TFMV,TIMBERWOOD DR,2,No,7,19/02/19 12:18,12/10/18 09:00,10/12/2018,09:00 AM,12/10/2018,09:00 AM,30.51368992,-97.67054838
3007634,RR,2018,507634,25/05/18 02:30,CBYMIN,MCNEIL RD,4,Yes,36,19/02/19 12:18,25/05/18 00:00,05/25/2018,12:00 AM,05/25/2018,12:00 AM,30.49283116,-97.69393248
3007681,RR,2018,507681,05/01/18 04:25,DAS,LIME ROCK DR,4,Yes,99,19/02/19 12:18,05/01/18 00:54,01/05/2018,12:54 AM,05/01/2018,12:54 AM,30.50067036,-97.69139189
3007768,RR,2018,507768,02/05/18 13:23,DAR,CHISHOLM TRAIL RD,2,Yes,99,19/02/19 12:18,02/05/18 13:10,05/02/2018,01:10 PM,02/05/2018,01:10 PM,30.53922932,-97.69554228
3007831,RR,2018,507831,25/01/18 14:05,THEFT,N IH 35 FWY,4,Yes,7,19/02/19 12:18,25/01/18 13:43,01/25/2018,01:43 PM,01/25/2018,01:43 PM,30.53832905,-97.69215483
3007847,RR,2018,507847,25/05/18 05:15,DAMPRP,RM 1431,4,No,15,19/02/19 12:18,25/05/18 04:14,05/25/2018,04:14 AM,05/25/2018,04:14 AM,30.55710118,-97.71720213
3007862,RR,2018,507862,06/02/18 17:52,WT,LOUIS HENNA BLVD,4,Yes,99,19/02/19 12:18,06/02/18 16:14,02/06/2018,04:14 PM,06/02/2018,04:14 PM,30.49159138,-97.638627
3007868,RR,2018,507868,06/02/18 16:10,THEFT,LANTANA DR,1,No,7,19/02/19 12:18,03/02/18 01:00,02/03/2018,01:00 AM,03/02/2018,01:00 AM,30.52867024,-97.65778441
3007884,RR,2018,507884,06/02/18 18:29,NARC,N IH 35 FWY,2,Yes,28,19/02/19 12:18,06/02/18 18:13,02/06/2018,06:13 PM,06/02/2018,06:13 PM,30.55319874,-97.69223875
3007923,RR,2018,507923,06/02/18 18:06,MISDIS,S KENNEY FORT BLVD,2,No,99,19/02/19 12:18,06/02/18 16:00,02/06/2018,04:00 PM,06/02/2018,04:00 PM,30.52112095,-97.64012236
3008100,RR,2018,508100,04/02/18 14:50,ASLT5,CAMBRIDGE DR,4,No,9,19/02/19 12:18,04/02/18 04:30,02/04/2018,04:30 AM,04/02/2018,04:30 AM,30.49360936,-97.66960234
3008157,RR,2018,508157,04/02/18 17:23,KIDNAP,LANCASTER GATE DR,2,No,40,19/02/19 12:18,04/02/18 04:30,02/04/2018,04:30 AM,04/02/2018,04:30 AM,30.49201863,-97.6681375
3008173,RR,2018,508173,04/02/18 21:48,DAR,JEFFREY WAY,2,Yes,99,19/02/19 12:18,04/02/18 21:13,02/04/2018,09:13 PM,04/02/2018,09:13 PM,30.54030888,-97.69094176
3008193,RR,2018,508193,04/02/18 23:29,WT,WYOMING SPRINGS DR,4,Yes,99,19/02/19 12:18,04/02/18 23:17,02/04/2018,11:17 PM,04/02/2018,11:17 PM,30.54659932,-97.71430296
3008373,RR,2018,508373,05/02/18 23:30,CURFEW,E PALM VALLEY BLVD,2,Yes,42,19/02/19 12:18,05/02/18 23:06,02/05/2018,11:06 PM,05/02/2018,11:06 PM,30.51970952,-97.67545408
3008401,RR,2018,508401,06/02/18 03:20,DAR,AVERY-NELSON PKWY,1,Yes,99,19/02/19 12:18,06/02/18 03:06,02/06/2018,03:06 AM,06/02/2018,03:06 AM,30.55699055,-97.65296263
3008425,RR,2018,508425,06/02/18 08:40,TFMV,N IH 35 FR,4,No,7,19/02/19 12:18,06/02/18 00:00,02/06/2018,12:00 AM,06/02/2018,12:00 AM,30.47756093,-97.67532438
3008428,RR,2018,508428,06/02/18 08:38,BURGB,EMMA SOPHIA LN,4,No,6,19/02/19 12:18,05/02/18 22:40,02/05/2018,10:40 PM,05/02/2018,10:40 PM,30.48511021,-97.72659392
3008433,RR,2018,508433,06/02/18 09:10,WT,ZYDECO DR,2,Yes,99,19/02/19 12:18,06/02/18 08:00,02/06/2018,08:00 AM,06/02/2018,08:00 AM,30.47962086,-97.65539641
3008451,RR,2018,508451,10/02/18 16:21,CIC, ,4,No,50,19/02/19 12:18,10/02/18 15:51,02/10/2018,03:51 PM,10/02/2018,03:51 PM,30.44211094,-97.63110441
3008530,RR,2018,508530,02/02/18 00:30,DAS,RM 1431,2,Yes,99,19/02/19 12:18,01/02/18 22:41,02/01/2018,10:41 PM,01/02/2018,10:41 PM,30.55689137,-97.70487303
3008617,RR,2018,508617,13/03/18 16:23,NOPROF,SERVICE,1,Yes,99,19/02/19 12:18,13/03/18 15:43,03/13/2018,03:43 PM,03/13/2018,03:43 PM,30.54487889,-97.69076628
3008666,RR,2018,508666,08/03/18 08:30,NOPROF,WOODS BLVD,1,Yes,99,19/02/19 12:18,07/03/18 16:15,03/07/2018,04:15 PM,07/03/2018,04:15 PM,30.52630131,-97.70870299
3008687,RR,2018,508687,08/03/18 11:36,NODL,WINNSBORO DR,4,Yes,99,19/02/19 12:18,08/03/18 11:20,03/08/2018,11:20 AM,08/03/2018,11:20 AM,30.48100941,-97.65071196
3008702,RR,2018,508702,08/03/18 14:15,RCPROP,WESTCOTT DR,2,No,99,19/02/19 12:18,08/03/18 10:50,03/08/2018,10:50 AM,08/03/2018,10:50 AM,30.51951115,-97.66565794
3008708,RR,2018,508708,30/03/18 12:30,ASLT5,RM 1431,4,Yes,9,19/02/19 12:18,30/03/18 11:00,03/30/2018,11:00 AM,03/30/2018,11:00 AM,30.55755131,-97.71339506
3008764,RR,2018,508764,07/03/18 19:15,WT,WINDY PARK DR,4,Yes,99,19/02/19 12:18,07/03/18 18:07,03/07/2018,06:07 PM,07/03/2018,06:07 PM,30.48731892,-97.65585417
3008824,RR,2018,508824,25/03/18 19:40,HRUNAT,FANNIN AVE,1,No,99,19/02/19 12:18,16/03/18 07:45,03/16/2018,07:45 AM,03/16/2018,07:45 AM,30.51414006,-97.67781157
3008948,RR,2018,508948,31/03/18 11:30,THEFT,LOUIS HENNA BLVD,4,No,7,19/02/19 12:18,31/03/18 11:10,03/31/2018,11:10 AM,03/31/2018,11:10 AM,30.48800938,-97.63493437
3008954,RR,2018,508954,31/03/18 10:00,NOPROF,PARROT TRL,2,Yes,99,19/02/19 12:18,31/03/18 10:00,03/31/2018,10:00 AM,03/31/2018,10:00 AM,30.52080052,-97.71127409
3008976,RR,2018,508976,31/03/18 09:35,DOA,W AUSTIN AVE,1,No,99,19/02/19 12:18,31/03/18 08:00,03/31/2018,08:00 AM,03/31/2018,08:00 AM,30.509921,-97.68095488
3009010,RR,2018,509010,27/03/18 16:30,FLSTPS,KIPHEN RD,2,Yes,99,19/02/19 12:18,27/03/18 15:32,03/27/2018,03:32 PM,03/27/2018,03:32 PM,30.54601948,-97.64523405
3009047,RR,2018,509047,10/03/18 14:33,CONSME,STIRRUP DR,4,Yes,36,19/02/19 12:18,10/03/18 13:07,03/10/2018,01:07 PM,10/03/2018,01:07 PM,30.49006932,-97.68759245
3009057,RR,2018,509057,10/03/18 13:15,BURGD,STARLIGHT VISTA,1,No,6,19/02/19 12:18,10/03/18 02:00,03/10/2018,02:00 AM,10/03/2018,02:00 AM,30.5095319,-97.61398405
3009095,RR,2018,509095,03/02/18 22:00,NOPROF,TEXAS AVE,2,Yes,99,19/02/19 12:18,03/02/18 20:51,02/03/2018,08:51 PM,03/02/2018,08:51 PM,30.53238957,-97.67842192
3009116,RR,2018,509116,31/03/18 18:30,NOPROF, ,1,Yes,99,19/02/19 12:18,12/03/18 19:55,03/12/2018,07:55 PM,12/03/2018,07:55 PM,30.44238942,-97.63509459
3009176,RR,2018,509176,24/04/18 01:30,DTHRET, ,4,No,99,19/02/19 12:18,23/04/18 14:00,04/23/2018,02:00 PM,04/23/2018,02:00 PM,30.4437093,-97.71638579
3009190,RR,2018,509190,11/04/18 15:15,NOINS,SH 45,4,Yes,99,19/02/19 12:18,10/04/18 16:55,04/10/2018,04:55 PM,10/04/2018,04:55 PM,30.47991841,-97.68047423
3009209,RR,2018,509209,07/03/18 21:15,RECGUN,LOUIS HENNA BLVD,4,No,99,19/02/19 12:18,07/03/18 21:00,03/07/2018,09:00 PM,07/03/2018,09:00 PM,30.48812001,-97.63799376
3009273,RR,2018,509273,12/03/18 09:27,BURGB,KIPHEN RD,1,No,6,19/02/19 12:18,10/03/18 15:00,03/10/2018,03:00 PM,10/03/2018,03:00 PM,30.54458897,-97.64760679
3009382,RR,2018,509382,13/03/18 00:22,WT,GATTIS SCHOOL RD,4,Yes,99,19/02/19 12:18,12/03/18 07:00,03/12/2018,07:00 AM,12/03/2018,07:00 AM,30.49288838,-97.6324243
3009427,RR,2018,509427,12/03/18 14:41,LIQPRK,DYER CROSSING WAY,1,Yes,36,19/02/19 12:18,12/03/18 11:45,03/12/2018,11:45 AM,12/03/2018,11:45 AM,30.50551121,-97.63402647
3009433,RR,2018,509433,10/03/18 21:19,BIKETF,W LOGAN ST,2,No,7,19/02/19 12:18,10/03/18 19:15,03/10/2018,07:15 PM,10/03/2018,07:15 PM,30.50276845,-97.67697233
3009521,RR,2018,509521,27/03/18 03:27,TRSPAS,LASSO DR,4,Yes,40,19/02/19 12:18,27/03/18 01:03,03/27/2018,01:03 AM,03/27/2018,01:03 AM,30.49037068,-97.68913359
3009554,RR,2018,509554,19/03/18 23:40,NODL,E PALM VALLEY BLVD,2,Yes,99,19/02/19 12:18,19/03/18 23:04,03/19/2018,11:04 PM,03/19/2018,11:04 PM,30.51737111,-97.67301268
3009603,RR,2018,509603,19/03/18 12:30,TRSPAS,HERITAGE CENTER CIR,4,Yes,40,19/02/19 12:18,17/03/18 11:20,03/17/2018,11:20 AM,03/17/2018,11:20 AM,30.51676076,-97.67588133
3009641,RR,2018,509641,08/03/18 12:34,NOPROF,RAINTREE PATH,1,Yes,99,19/02/19 12:18,08/03/18 12:17,03/08/2018,12:17 PM,08/03/2018,12:17 PM,30.50863927,-97.65209288
3009645,RR,2018,509645,19/03/18 00:49,NOPROF,MAYS CROSSING DR,8,Yes,99,19/02/19 12:18,19/03/18 00:15,03/19/2018,12:15 AM,03/19/2018,12:15 AM,30.49927037,-97.67950529
3009701,RR,2018,509701,19/03/18 16:46,MISC,WARNER RANCH DR,4,No,99,19/02/19 12:18,19/03/18 14:00,03/19/2018,02:00 PM,03/19/2018,02:00 PM,30.48287099,-97.65328306
3009721,RR,2018,509721,19/03/18 18:38,INFO,E PALM VALLEY BLVD,1,No,99,19/02/19 12:18,19/03/18 16:58,03/19/2018,04:58 PM,03/19/2018,04:58 PM,30.52126973,-97.6402368
3009724,RR,2018,509724,19/03/18 20:09,THEFT,CR 112,1,Yes,7,19/02/19 12:18,19/03/18 14:00,03/19/2018,02:00 PM,03/19/2018,02:00 PM,30.56061833,-97.63732237
3009757,RR,2018,509757,26/03/18 16:30,DAS,NAPALI CT,1,Yes,99,19/02/19 12:18,26/03/18 16:00,03/26/2018,04:00 PM,03/26/2018,04:00 PM,30.54593175,-97.70358366
3009837,RR,2018,509837,11/02/18 02:49,RIOT,W OAK DR,2,Yes,38,19/02/19 12:18,11/02/18 02:00,02/11/2018,02:00 AM,11/02/2018,02:00 AM,30.52049916,-97.67664427
3009913,RR,2018,509913,11/02/18 15:55,NOINS,S GREAT OAKS DR,2,Yes,99,19/02/19 12:18,23/01/18 14:54,01/23/2018,02:54 PM,01/23/2018,02:54 PM,30.49318974,-97.72008604
3009932,RR,2018,509932,11/02/18 18:30,ASLT5,CLARY SAGE LOOP,4,No,9,19/02/19 12:18,11/02/18 17:30,02/11/2018,05:30 PM,11/02/2018,05:30 PM,30.50154011,-97.64498228
3009941,RR,2018,509941,11/02/18 18:55,WT, ,4,Yes,99,19/02/19 12:18,11/02/18 18:08,02/11/2018,06:08 PM,11/02/2018,06:08 PM,30.4514684,-97.62541289
3009966,RR,2018,509966,11/02/18 21:27,ROBPAG,SYCAMORE TRL,4,Yes,4,19/02/19 12:18,11/02/18 17:19,02/11/2018,05:19 PM,11/02/2018,05:19 PM,30.51130955,-97.6462335
3010003,RR,2018,510003,12/02/18 00:35,DAR, ,2,Yes,99,19/02/19 12:18,12/02/18 00:23,02/12/2018,12:23 AM,12/02/2018,12:23 AM,30.47785084,-97.62727446
3010051,RR,2018,510051,01/02/18 22:00,SHOPLF,HERITAGE CENTER CIR,4,Yes,7,19/02/19 12:18,01/02/18 18:00,02/01/2018,06:00 PM,01/02/2018,06:00 PM,30.51676076,-97.67588133
3010078,RR,2018,510078,01/02/18 23:47,DAMPRP, ,4,No,15,19/02/19 12:18,01/02/18 19:08,02/01/2018,07:08 PM,01/02/2018,07:08 PM,30.43416875,-97.67034239
3010223,RR,2018,510223,06/04/18 09:37,HLTWEL,N IH 35 FR,4,No,99,19/02/19 12:18,06/04/18 09:35,04/06/2018,09:35 AM,06/04/2018,09:35 AM,30.53422063,-97.69328398
3010236,RR,2018,510236,06/04/18 08:33,RCPROP,CHERVIL CIR,4,No,99,19/02/19 12:18,05/04/18 11:20,04/05/2018,11:20 AM,05/04/2018,11:20 AM,30.52764027,-97.67302794
3010255,RR,2018,510255,24/04/18 08:22,RCPROP,W NASH ST,2,No,99,19/02/19 12:18,23/04/18 13:30,04/23/2018,01:30 PM,04/23/2018,01:30 PM,30.50403111,-97.67954344
3010273,RR,2018,510273,24/04/18 12:00,BURGD, ,4,No,6,19/02/19 12:18,23/04/18 18:00,04/23/2018,06:00 PM,04/23/2018,06:00 PM,30.46324055,-97.6727838
3010385,RR,2018,510385,20/03/18 08:00,BURGB,AMESWOOD DR,4,No,6,19/02/19 12:18,19/03/18 15:30,03/19/2018,03:30 PM,03/19/2018,03:30 PM,30.52704899,-97.67956633
3010436,RR,2018,510436,12/03/18 19:37,ASLT2,CREEK BEND BLVD,4,Yes,5,19/02/19 12:18,12/03/18 19:00,03/12/2018,07:00 PM,12/03/2018,07:00 PM,30.53821843,-97.71207518
3010511,RR,2018,510511,20/03/18 13:03,CSCR,CLEARVIEW LOOP,2,No,3,19/02/19 12:18,20/06/18 06:00,06/20/2018,06:00 AM,06/20/2018,06:00 AM,30.50279133,-97.66403288
3010526,RR,2018,510526,20/03/18 06:49,DAS,SERVICE,2,Yes,99,19/02/19 12:18,20/03/18 06:43,03/20/2018,06:43 AM,03/20/2018,06:43 AM,30.54490178,-97.69858641
3010528,RR,2018,510528,20/03/18 07:23,EMBEZL, ,4,No,13,19/02/19 12:18,09/05/18 07:17,05/09/2018,07:17 AM,09/05/2018,07:17 AM,30.45751851,-97.61864561
3010555,RR,2018,510555,20/03/18 17:00,WT,FIELDSTONE PL,1,Yes,99,19/02/19 12:18,20/03/18 15:56,03/20/2018,03:56 PM,03/20/2018,03:56 PM,30.5011205,-97.66756529
3010673,RR,2018,510673,22/03/18 09:40,DAMMV,W OLD SETTLERS BLVD,4,No,15,19/02/19 12:18,21/03/18 18:00,03/21/2018,06:00 PM,03/21/2018,06:00 PM,30.53452962,-97.69749541
3010697,RR,2018,510697,01/04/18 02:50,DISCON,E PALM VALLEY BLVD,2,Yes,38,19/02/19 12:18,01/04/18 02:10,04/01/2018,02:10 AM,01/04/2018,02:10 AM,30.51970952,-97.67545408
3010710,RR,2018,510710,31/03/18 16:44,DISCON,FIRETHORN LN,4,Yes,38,19/02/19 12:18,31/03/18 15:48,03/31/2018,03:48 PM,03/31/2018,03:48 PM,30.50361912,-97.65424437
3010715,RR,2018,510715,01/04/18 02:29,CBYMIN,SERVICE,7,Yes,36,19/02/19 12:18,01/04/18 00:03,04/01/2018,12:03 AM,01/04/2018,12:03 AM,30.52344029,-97.6458444
3010760,RR,2018,510760,14/03/18 10:49,RCPROP,W ANDERSON AVE,2,No,99,19/02/19 12:18,14/03/18 10:00,03/14/2018,10:00 AM,03/14/2018,10:00 AM,30.51113026,-97.68010802
3010775,RR,2018,510775,14/03/18 11:53,DAR,PARK LN,4,Yes,99,19/02/19 12:18,14/03/18 11:44,03/14/2018,11:44 AM,03/14/2018,11:44 AM,30.50839894,-97.67167753
3010806,RR,2018,510806,20/03/18 13:35,BIKETF, ,10,No,7,19/02/19 12:18,19/03/18 13:30,03/19/2018,01:30 PM,03/19/2018,01:30 PM,30.41683858,-97.94308562
3010859,RR,2018,510859,21/03/18 16:43,ROBPER,MAGNOLIA DR,4,No,4,19/02/19 12:18,21/03/18 15:58,03/21/2018,03:58 PM,03/21/2018,03:58 PM,30.48871129,-97.66978544
