master_incident_number,response_date,StartDate,EndDate,problem,call_disposition,priority_number,LastUpdateDate,latitude,longitude
1555217,05/07/18 00:28,Jul  5 2018 12:28AM,Jul  5 2018 12:28AM,Music-Loud,AQT-All Quiet,3,19/02/19 12:14,30.449774,-97.635202
1208252,30/07/18 11:31,Jul 30 2018 11:31AM,Jul 30 2018 11:31AM,Assist Fire Personnel,CNL-Cancel,1,19/02/19 12:14,30.449913,-97.724345
1188528,11/01/18 15:17,Jan 11 2018  3:17PM,Jan 11 2018  3:17PM,Disturbance,SNT-Sent,2,19/02/19 12:14,30.449957,-97.610412
1798168,28/05/18 09:42,May 28 2018  9:42AM,May 28 2018  9:42AM,Domestic Abuse-In Progress,SNT-Sent,1,19/02/19 12:14,30.45025,-97.633938
1254382,25/09/18 19:45,Sep 25 2018  7:45PM,Sep 25 2018  7:45PM,Sound of Shots Fired,UNF-Unfounded,1,19/02/19 12:14,30.450599,-97.652831
1422611,08/01/18 10:06,Jan  8 2018 10:06AM,Jan  8 2018 10:06AM,Parking Problem,INS-Inservice,3,19/02/19 12:14,30.450735,-97.723066
1125257,23/08/18 19:20,Aug 23 2018  7:20PM,Aug 23 2018  7:20PM,Suspicious Person,GOA-Gone on Arrival,2,19/02/19 12:14,30.450886,-97.624535
1317116,17/04/18 22:44,Apr 17 2018 10:44PM,Apr 17 2018 10:44PM,Suspicious Vehicle,NOS-No Service,2,19/02/19 12:14,30.450886,-97.624535
1242201,03/01/18 02:33,Jan  3 2018  2:33AM,Jan  3 2018  2:33AM,Business Check (P),AOK- All OK,4,19/02/19 12:14,30.450913,-97.625733
1286181,09/03/18 15:56,Mar  9 2018  3:56PM,Mar  9 2018  3:56PM,Theft,UTL-Unable to Locate,1,19/02/19 12:14,30.450913,-97.625733
1344136,09/11/18 23:42,Nov  9 2018 11:42PM,Nov  9 2018 11:42PM,Unwanted Person,SNT-Sent,2,19/02/19 12:14,30.450913,-97.625733
1203311,26/04/18 05:18,Apr 26 2018  5:18AM,Apr 26 2018  5:18AM,Silent Alarm,FAL-False,1,19/02/19 12:14,30.451219,-97.68668
1554992,04/07/18 22:12,Jul  4 2018 10:12PM,Jul  4 2018 10:12PM,Firecrackers,AQT-All Quiet,3,19/02/19 12:14,30.451438,-97.656653
1083666,25/10/18 23:56,Oct 25 2018 11:56PM,Oct 25 2018 11:56PM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.45148,-97.625765
1778334,10/05/18 23:05,May 10 2018 11:05PM,May 10 2018 11:05PM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.45151,-97.721785
1699303,28/01/18 07:25,Jan 28 2018  7:25AM,Jan 28 2018  7:25AM,Suspicious Vehicle,AOK- All OK,2,19/02/19 12:14,30.45151,-97.706245
1401271,25/11/18 08:54,Nov 25 2018  8:54AM,Nov 25 2018  8:54AM,Audible Residential Alarm,,1,19/02/19 12:14,30.451552,-97.721804
1214505,25/02/18 11:59,Feb 25 2018 11:59AM,Feb 25 2018 11:59AM,Traffic Law Enforcement,RPT-Report,4,19/02/19 12:14,30.4516,-97.683605
1708873,10/08/18 19:42,Aug 10 2018  7:42PM,Aug 10 2018  7:42PM,Suspicious Vehicle,ADV-Advised,2,19/02/19 12:14,30.451744,-97.625803
1746577,08/11/18 19:44,Nov  8 2018  7:44PM,Nov  8 2018  7:44PM,Parking Problem,INS-Inservice,3,19/02/19 12:14,30.452038,-97.692497
1214288,08/03/18 23:25,Mar  8 2018 11:25PM,Mar  8 2018 11:25PM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.45211,-97.721795
1585480,20/07/18 11:38,Jul 20 2018 11:38AM,Jul 20 2018 11:38AM,Audible Residential Alarm,CNL-Cancel,1,19/02/19 12:14,30.452282,-97.680977
1744031,19/10/18 14:59,Oct 19 2018  2:59PM,Oct 19 2018  2:59PM,Sound of Shots Fired,AQT-All Quiet,1,19/02/19 12:14,30.452331,-97.655367
1060253,04/06/18 10:56,Jun  4 2018 10:56AM,Jun  4 2018 10:56AM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.45238,-97.689455
1100795,08/07/18 22:07,Jul  8 2018 10:07PM,Jul  8 2018 10:07PM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.45241,-97.702505
1595349,11/08/18 22:20,Aug 11 2018 10:20PM,Aug 11 2018 10:20PM,Suspicious Person,INF-Information,2,19/02/19 12:14,30.452434,-97.707819
1190312,14/01/18 13:41,Jan 14 2018  1:41PM,Jan 14 2018  1:41PM,Traffic Law Enforcement,TAG-Tagged,4,19/02/19 12:14,30.45248,-97.708275
1378600,01/11/18 08:09,Nov  1 2018  8:09AM,Nov  1 2018  8:09AM,Directed Patrol (P),,4,19/02/19 12:14,30.45248,-97.637265
1714947,06/02/18 20:39,Feb  6 2018  8:39PM,Feb  6 2018  8:39PM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.45251,-97.678419
1198655,22/01/18 19:19,Jan 22 2018  7:19PM,Jan 22 2018  7:19PM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.45252,-97.721585
1035925,20/03/18 10:04,Mar 20 2018 10:04AM,Mar 20 2018 10:04AM,Traffic Law Enforcement,TAG-Tagged,4,19/02/19 12:14,30.45252,-97.681045
1796503,02/05/18 12:56,May  2 2018 12:56PM,May  2 2018 12:56PM,Down Outside-One,GOA-Gone on Arrival,1,19/02/19 12:14,30.452537,-97.650266
1372750,25/06/18 21:06,Jun 25 2018  9:06PM,Jun 25 2018  9:06PM,Threats,INF-Information,2,19/02/19 12:14,30.45254,-97.65267
1584296,22/04/18 22:41,Apr 22 2018 10:41PM,Apr 22 2018 10:41PM,Check Hazard,AST-Assist,2,19/02/19 12:14,30.452578,-97.666902
1137495,27/08/18 18:48,Aug 27 2018  6:48PM,Aug 27 2018  6:48PM,Walk Through a Building,AQT-All Quiet,2,19/02/19 12:14,30.452581,-97.728432
1352237,17/10/18 09:15,Oct 17 2018  9:15AM,Oct 17 2018  9:15AM,Burglary Business - Report,RPT-Report,2,19/02/19 12:14,30.452581,-97.728419
1598578,14/08/18 23:18,Aug 14 2018 11:18PM,Aug 14 2018 11:18PM,Curfew Violations,AOK- All OK,2,19/02/19 12:14,30.45259,-97.721295
1305886,31/01/18 18:33,Jan 31 2018  6:33PM,Jan 31 2018  6:33PM,Parking Problem,INS-Inservice,2,19/02/19 12:14,30.452605,-97.731998
1014561,26/09/18 21:53,Sep 26 2018  9:53PM,Sep 26 2018  9:53PM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.4527,-97.635845
1517730,28/11/18 22:17,Nov 28 2018 10:17PM,Nov 28 2018 10:17PM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.45272,-97.635665
1296139,12/03/18 15:20,Mar 12 2018  3:20PM,Mar 12 2018  3:20PM,Unknown Wireless/Cell Phone,GOA-Gone on Arrival,2,19/02/19 12:14,30.452918,-97.680972
1612170,25/08/18 16:27,Aug 25 2018  4:27PM,Aug 25 2018  4:27PM,Suspicious Person,GOA-Gone on Arrival,2,19/02/19 12:14,30.452938,-97.637145
1580882,12/07/18 09:02,Jul 12 2018  9:02AM,Jul 12 2018  9:02AM,Dead Person,RPT-Report,4,19/02/19 12:14,30.453521,-97.677126
1071895,17/06/18 08:07,Jun 17 2018  8:07AM,Jun 17 2018  8:07AM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.45367,-97.613985
1030354,23/04/18 18:25,Apr 23 2018  6:25PM,Apr 23 2018  6:25PM,Walk Through a Building,INS-Inservice,2,19/02/19 12:14,30.453691,-97.646288
1059334,22/06/18 12:55,Jun 22 2018 12:55PM,Jun 22 2018 12:55PM,Suspicious Person,INF-Information,2,19/02/19 12:14,30.453691,-97.646288
1605332,20/08/18 11:37,Aug 20 2018 11:37AM,Aug 20 2018 11:37AM,Assist EMS Personnel,AST-Assist,1,19/02/19 12:14,30.453969,-97.719344
1693974,18/01/18 15:18,Jan 18 2018  3:18PM,Jan 18 2018  3:18PM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.45407,-97.650315
1405606,03/03/18 22:54,Mar  3 2018 10:54PM,Mar  3 2018 10:54PM,Domestic Abuse-In Progress,INF-Information,1,19/02/19 12:14,30.454108,-97.630077
1228338,26/03/18 14:00,Mar 26 2018  2:00PM,Mar 26 2018  2:00PM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.45413,-97.613865
1223124,14/03/18 15:02,Mar 14 2018  3:02PM,Mar 14 2018  3:02PM,Parking Problem,INS-Inservice,3,19/02/19 12:14,30.454203,-97.69123
1698366,26/01/18 19:30,Jan 26 2018  7:30PM,Jan 26 2018  7:30PM,Audible Residential Alarm,FAL-False,1,19/02/19 12:14,30.454233,-97.666887
1747301,23/11/18 10:42,Nov 23 2018 10:42AM,Nov 23 2018 10:42AM,Emotionally Disturb Person,RPT-Report,1,19/02/19 12:14,30.454247,-97.607955
1549355,12/11/18 07:36,Nov 12 2018  7:36AM,Nov 12 2018  7:36AM,Miscellaneous,INF-Information,3,19/02/19 12:14,30.454274,-97.683303
1193092,18/02/18 10:25,Feb 18 2018 10:25AM,Feb 18 2018 10:25AM,Audible Residential Alarm,FAL-False,1,19/02/19 12:14,30.454322,-97.669443
1534770,14/09/18 11:23,Sep 14 2018 11:23AM,Sep 14 2018 11:23AM,Miscellaneous,AOK- All OK,3,19/02/19 12:14,30.454349,-97.721814
1110620,17/07/18 20:00,Jul 17 2018  8:00PM,Jul 17 2018  8:00PM,Disturbance,GOA-Gone on Arrival,2,19/02/19 12:14,30.454379,-97.663037
1612215,25/08/18 17:34,Aug 25 2018  5:34PM,Aug 25 2018  5:34PM,Traffic Law Enforcement,TAG-Tagged,4,19/02/19 12:14,30.45446,-97.650305
1774902,08/03/18 08:36,Mar  8 2018  8:36AM,Mar  8 2018  8:36AM,Check the Welfare,AST-Assist,2,19/02/19 12:14,30.454477,-97.636448
1699658,03/01/18 15:32,Jan  3 2018  3:32PM,Jan  3 2018  3:32PM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.45463,-97.650295
1193792,18/02/18 18:09,Feb 18 2018  6:09PM,Feb 18 2018  6:09PM,Traffic Law Enforcement,TAG-Tagged,4,19/02/19 12:14,30.45469,-97.615555
1543738,15/10/18 15:25,Oct 15 2018  3:25PM,Oct 15 2018  3:25PM,Traffic Law Enforcement,TAG-Tagged,4,19/02/19 12:14,30.45501,-97.650355
1119672,13/11/18 15:32,Nov 13 2018  3:32PM,Nov 13 2018  3:32PM,Traffic Law Enforcement,TAG-Tagged,4,19/02/19 12:14,30.45505,-97.650215
1722729,22/02/18 15:36,Feb 22 2018  3:36PM,Feb 22 2018  3:36PM,Traffic Law Enforcement,TAG-Tagged,4,19/02/19 12:14,30.45506,-97.650415
1093897,26/11/18 18:07,Nov 26 2018  6:07PM,Nov 26 2018  6:07PM,Domestic,SNT-Sent,2,19/02/19 12:14,30.455113,-97.675841
1390989,27/02/18 19:12,Feb 27 2018  7:12PM,Feb 27 2018  7:12PM,Damage Property-Rpt Only,,3,19/02/19 12:14,30.455186,-97.67584
1489587,28/05/18 00:11,May 28 2018 12:11AM,May 28 2018 12:11AM,Unknown Trouble,AOK- All OK,2,19/02/19 12:14,30.455318,-97.695063
1335377,02/11/18 20:13,Nov  2 2018  8:13PM,Nov  2 2018  8:13PM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.45548,-97.625735
1786026,25/09/18 21:27,Sep 25 2018  9:27PM,Sep 25 2018  9:27PM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.45553,-97.631375
1619926,31/08/18 20:23,Aug 31 2018  8:23PM,Aug 31 2018  8:23PM,Threats,RPT-Report,2,19/02/19 12:14,30.455817,-97.665584
1138317,28/08/18 11:28,Aug 28 2018 11:28AM,Aug 28 2018 11:28AM,Audible Residential Alarm,FAL-False,1,19/02/19 12:14,30.455985,-97.619704
1752685,20/03/18 10:18,Mar 20 2018 10:18AM,Mar 20 2018 10:18AM,Suspicious Vehicle,ADV-Advised,2,19/02/19 12:14,30.45608,-97.608445
1611842,25/08/18 07:46,Aug 25 2018  7:46AM,Aug 25 2018  7:46AM,Burglary Business - Report,NOS-No Service,2,19/02/19 12:14,30.456131,-97.635151
1496541,10/06/18 20:01,Jun 10 2018  8:01PM,Jun 10 2018  8:01PM,Damage Property-Rpt Only,RPT-Report,3,19/02/19 12:14,30.456133,-97.615841
1506374,25/06/18 16:50,Jun 25 2018  4:50PM,Jun 25 2018  4:50PM,Damage Property-Rpt Only,RPT-Report,3,19/02/19 12:14,30.456133,-97.615841
1181103,07/02/18 09:58,Feb  7 2018  9:58AM,Feb  7 2018  9:58AM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.456135,-97.624212
1180697,06/02/18 09:29,Feb  6 2018  9:29AM,Feb  6 2018  9:29AM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.456135,-97.624134
1629507,16/09/18 03:27,Sep 16 2018  3:27AM,Sep 16 2018  3:27AM,Suspicious Vehicle,AOK- All OK,2,19/02/19 12:14,30.456155,-97.650255
1628176,12/09/18 15:51,Sep 12 2018  3:51PM,Sep 12 2018  3:51PM,Disturbance,GOA-Gone on Arrival,2,19/02/19 12:14,30.456165,-97.615875
1802746,31/05/18 21:37,May 31 2018  9:37PM,May 31 2018  9:37PM,Disturbance,,2,19/02/19 12:14,30.456169,-97.721825
1282668,19/01/18 19:06,Jan 19 2018  7:06PM,Jan 19 2018  7:06PM,Audible Residential Alarm,CNL-Cancel,1,19/02/19 12:14,30.456169,-97.673172
1746810,13/11/18 10:25,Nov 13 2018 10:25AM,Nov 13 2018 10:25AM,Suspicious Person,SNT-Sent,2,19/02/19 12:14,30.456183,-97.663023
1741111,15/06/18 18:42,Jun 15 2018  6:42PM,Jun 15 2018  6:42PM,Suspicious Vehicle,GOA-Gone on Arrival,2,19/02/19 12:14,30.456193,-97.668141
1015546,12/06/18 02:06,Jun 12 2018  2:06AM,Jun 12 2018  2:06AM,Miscellaneous,AOK- All OK,3,19/02/19 12:14,30.4562,-97.665705
1393956,13/11/18 19:21,Nov 13 2018  7:21PM,Nov 13 2018  7:21PM,Miscellaneous,AOK- All OK,3,19/02/19 12:14,30.456233,-97.73068
1111513,07/08/18 23:38,Aug  7 2018 11:38PM,Aug  7 2018 11:38PM,Traffic Law Enforcement,TAG-Tagged,4,19/02/19 12:14,30.45627,-97.687385
1685537,27/04/18 12:29,Apr 27 2018 12:29PM,Apr 27 2018 12:29PM,Suspicious Vehicle,INF-Information,1,19/02/19 12:14,30.456325,-97.619755
1089784,24/07/18 14:14,Jul 24 2018  2:14PM,Jul 24 2018  2:14PM,Traffic Law Enforcement,TAG-Tagged,4,19/02/19 12:14,30.45643,-97.625205
1191788,14/02/18 23:38,Feb 14 2018 11:38PM,Feb 14 2018 11:38PM,Traffic Law Enforcement,TAG-Tagged,4,19/02/19 12:14,30.45682,-97.625915
1312058,20/02/18 23:01,Feb 20 2018 11:01PM,Feb 20 2018 11:01PM,Miscellaneous,AQT-All Quiet,3,19/02/19 12:14,30.4571,-97.617115
1027815,17/03/18 11:06,Mar 17 2018 11:06AM,Mar 17 2018 11:06AM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.45717,-97.616765
1116191,05/12/18 09:06,Dec  5 2018  9:06AM,Dec  5 2018  9:06AM,Audible Residential Alarm,FAL-False,1,19/02/19 12:14,30.457332,-97.670679
1021560,14/12/18 17:50,Dec 14 2018  5:50PM,Dec 14 2018  5:50PM,Suspicious Person,GOA-Gone on Arrival,2,19/02/19 12:14,30.457473,-97.63132
1372541,25/06/18 18:04,Jun 25 2018  6:04PM,Jun 25 2018  6:04PM,Trespass in Boarded Dwell,ADV-Advised,2,19/02/19 12:14,30.457512,-97.684807
1142661,05/11/18 11:19,Nov  5 2018 11:19AM,Nov  5 2018 11:19AM,Recover Property,ADV-Advised,3,19/02/19 12:14,30.457574,-97.650261
1798854,28/05/18 20:02,May 28 2018  8:02PM,May 28 2018  8:02PM,Traffic Law Enforcement,TAG-Tagged,4,19/02/19 12:14,30.45768,-97.613525
1283614,01/02/18 12:06,Feb  1 2018 12:06PM,Feb  1 2018 12:06PM,Prowler,GOA-Gone on Arrival,2,19/02/19 12:14,30.457718,-97.670673
1188853,11/01/18 14:34,Jan 11 2018  2:34PM,Jan 11 2018  2:34PM,Traffic Law Enforcement,TAG-Tagged,4,19/02/19 12:14,30.45775,-97.619495
1305982,31/01/18 21:37,Jan 31 2018  9:37PM,Jan 31 2018  9:37PM,Traffic Law Enforcement,TAG-Tagged,4,19/02/19 12:14,30.457834,-97.691275
1270865,04/12/18 12:36,Dec  4 2018 12:36PM,Dec  4 2018 12:36PM,Burglary Dwlng - Report,RPT-Report,2,19/02/19 12:14,30.457839,-97.699234
1023593,15/06/18 21:35,Jun 15 2018  9:35PM,Jun 15 2018  9:35PM,Unknown Trouble,CNL-Cancel,1,19/02/19 12:14,30.457861,-97.6874
1566184,07/10/18 20:19,Oct  7 2018  8:19PM,Oct  7 2018  8:19PM,Suspicious Vehicle,TAG-Tagged,2,19/02/19 12:14,30.457922,-97.669394
1331643,30/09/18 17:14,Sep 30 2018  5:14PM,Sep 30 2018  5:14PM,Suspected Hazard,AOK- All OK,1,19/02/19 12:14,30.457969,-97.665571
1303323,16/12/18 10:50,Dec 16 2018 10:50AM,Dec 16 2018 10:50AM,Domestic,ADV-Advised,2,19/02/19 12:14,30.457979,-97.652811
1624041,09/06/18 23:05,Jun  9 2018 11:05PM,Jun  9 2018 11:05PM,Audible Business Alarm,AOK- All OK,1,19/02/19 12:14,30.457981,-97.650263
1399555,03/01/18 23:07,Jan  3 2018 11:07PM,Jan  3 2018 11:07PM,Suspicious Vehicle,GOA-Gone on Arrival,2,19/02/19 12:14,30.457996,-97.669393
1600327,16/08/18 08:42,Aug 16 2018  8:42AM,Aug 16 2018  8:42AM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.458001,-97.721833
1391900,01/03/18 10:13,Mar  1 2018 10:13AM,Mar  1 2018 10:13AM,Road Hazard,AOK- All OK,3,19/02/19 12:14,30.458042,-97.729543
1034260,30/04/18 08:44,Apr 30 2018  8:44AM,Apr 30 2018  8:44AM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.45807,-97.619845
1777807,10/05/18 14:49,May 10 2018  2:49PM,May 10 2018  2:49PM,Person with a Gun,,1,19/02/19 12:14,30.458136,-97.725733
1042645,12/04/18 02:17,Apr 12 2018  2:17AM,Apr 12 2018  2:17AM,Suspicious Person,TRN-Transport,2,19/02/19 12:14,30.45825,-97.635185
1048419,05/04/18 11:19,Apr  5 2018 11:19AM,Apr  5 2018 11:19AM,Traffic Law Enforcement,TAG-Tagged,4,19/02/19 12:14,30.45841,-97.620065
1130548,22/10/18 19:00,Oct 22 2018  7:00PM,Oct 22 2018  7:00PM,Burglary Dwlng In Progress,RPT-Report,1,19/02/19 12:14,30.458742,-97.695096
1435909,12/02/18 18:02,Feb 12 2018  6:02PM,Feb 12 2018  6:02PM,Domestic Abuse-In Progress,BKG-Booking,1,19/02/19 12:14,30.4589,-97.611856
1084398,13/06/18 17:46,Jun 13 2018  5:46PM,Jun 13 2018  5:46PM,Suspicious Vehicle,AOK- All OK,2,19/02/19 12:14,30.459067,-97.656628
1058082,26/10/18 13:48,Oct 26 2018  1:48PM,Oct 26 2018  1:48PM,Traffic Law Enforcement,TAG-Tagged,4,19/02/19 12:14,30.45911,-97.620905
1238000,18/04/18 17:53,Apr 18 2018  5:53PM,Apr 18 2018  5:53PM,Miscellaneous,AQT-All Quiet,3,19/02/19 12:14,30.45915,-97.612585
1572736,08/07/18 19:32,Jul  8 2018  7:32PM,Jul  8 2018  7:32PM,Suspicious Vehicle,GOA-Gone on Arrival,2,19/02/19 12:14,30.459249,-97.627267
1816461,11/04/18 20:51,Apr 11 2018  8:51PM,Apr 11 2018  8:51PM,Check the Welfare,AOK- All OK,2,19/02/19 12:14,30.459341,-97.725674
1428996,25/01/18 14:39,Jan 25 2018  2:39PM,Jan 25 2018  2:39PM,Property Damage/Hit & Run,ADV-Advised,2,19/02/19 12:14,30.459348,-97.680908
1363812,17/09/18 13:34,Sep 17 2018  1:34PM,Sep 17 2018  1:34PM,Suspicious Person,GOA-Gone on Arrival,2,19/02/19 12:14,30.4594,-97.652809
1421923,04/01/18 10:58,Jan  4 2018 10:58AM,Jan  4 2018 10:58AM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.45943,-97.687445
1141204,28/10/18 17:18,Oct 28 2018  5:18PM,Oct 28 2018  5:18PM,Assault Report Only,RPT-Report,2,19/02/19 12:14,30.4595,-97.677076
1047130,03/04/18 10:56,Apr  3 2018 10:56AM,Apr  3 2018 10:56AM,Traffic Law Enforcement,CNL-Cancel,4,19/02/19 12:14,30.45963,-97.692535
1779090,23/03/18 23:03,Mar 23 2018 11:03PM,Mar 23 2018 11:03PM,Curfew Violations,AST-Assist,2,19/02/19 12:14,30.459646,-97.693831
1580502,27/11/18 21:43,Nov 27 2018  9:43PM,Nov 27 2018  9:43PM,Domestic Abuse-In Progress,RPT-Report,1,19/02/19 12:14,30.459673,-97.670647
1608957,23/08/18 01:20,Aug 23 2018  1:20AM,Aug 23 2018  1:20AM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.45969,-97.685825
1808864,16/05/18 10:12,May 16 2018 10:12AM,May 16 2018 10:12AM,Prowler,AOK- All OK,2,19/02/19 12:14,30.459704,-97.682203
1088426,22/07/18 08:51,Jul 22 2018  8:51AM,Jul 22 2018  8:51AM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.45971,-97.679655
1006679,08/06/18 21:16,Jun  8 2018  9:16PM,Jun  8 2018  9:16PM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.459715,-97.680905
1154304,20/11/18 08:33,Nov 20 2018  8:33AM,Nov 20 2018  8:33AM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.459715,-97.680905
1675613,30/12/18 20:00,Dec 30 2018  8:00PM,Dec 30 2018  8:00PM,Property Damage Accident,ADV-Advised,2,19/02/19 12:14,30.459715,-97.680905
1404361,02/12/18 14:35,Dec  2 2018  2:35PM,Dec  2 2018  2:35PM,Business Check (P),AQT-All Quiet,4,19/02/19 12:14,30.45974,-97.655065
1240565,07/10/18 23:27,Oct  7 2018 11:27PM,Oct  7 2018 11:27PM,Suspicious Person,AOK- All OK,2,19/02/19 12:14,30.45975,-97.680645
1616690,29/08/18 12:26,Aug 29 2018 12:26PM,Aug 29 2018 12:26PM,Down Outside-One w/Fire,GOA-Gone on Arrival,1,19/02/19 12:14,30.459755,-97.621735
1619325,31/08/18 11:39,Aug 31 2018 11:39AM,Aug 31 2018 11:39AM,Disturbance,ADV-Advised,2,19/02/19 12:14,30.459755,-97.621735
1598189,14/08/18 18:08,Aug 14 2018  6:08PM,Aug 14 2018  6:08PM,Check the Welfare,SNT-Sent,2,19/02/19 12:14,30.459759,-97.619451
1612607,26/08/18 01:45,Aug 26 2018  1:45AM,Aug 26 2018  1:45AM,Traffic Law Enforcement,BKG-Booking,4,19/02/19 12:14,30.45976,-97.616115
1549028,03/07/18 13:58,Jul  3 2018  1:58PM,Jul  3 2018  1:58PM,Property Damage Accident,ADV-Advised,2,19/02/19 12:14,30.459775,-97.617772
1664073,19/11/18 20:41,Nov 19 2018  8:41PM,Nov 19 2018  8:41PM,Suspicious Person,GOA-Gone on Arrival,2,19/02/19 12:14,30.459779,-97.673197
1673045,21/12/18 07:53,Dec 21 2018  7:53AM,Dec 21 2018  7:53AM,Unknown Wireless/Cell Phone,UTL-Unable to Locate,2,19/02/19 12:14,30.459792,-97.661277
1148373,01/09/18 10:14,Sep  1 2018 10:14AM,Sep  1 2018 10:14AM,Disturbance,AOK- All OK,2,19/02/19 12:14,30.459798,-97.722041
1814292,20/05/18 19:12,May 20 2018  7:12PM,May 20 2018  7:12PM,Check the Welfare,RPT-Report,2,19/02/19 12:14,30.459802,-97.661566
1750634,30/01/18 14:26,Jan 30 2018  2:26PM,Jan 30 2018  2:26PM,Miscellaneous,INF-Information,3,19/02/19 12:14,30.45999,-97.687415
1312931,23/02/18 03:43,Feb 23 2018  3:43AM,Feb 23 2018  3:43AM,Walk Through a Building,AOK- All OK,2,19/02/19 12:14,30.46032,-97.621675
1245633,21/11/18 00:57,Nov 21 2018 12:57AM,Nov 21 2018 12:57AM,Assault in Progress,DTX-Detox,1,19/02/19 12:14,30.460344,-97.678332
1153505,20/11/18 07:05,Nov 20 2018  7:05AM,Nov 20 2018  7:05AM,Suspicious Vehicle,SNT-Sent,2,19/02/19 12:14,30.460636,-97.622122
1745632,22/10/18 08:18,Oct 22 2018  8:18AM,Oct 22 2018  8:18AM,Burglary Dwlng - Report,RPT-Report,2,19/02/19 12:14,30.460749,-97.665535
1129060,18/06/18 21:23,Jun 18 2018  9:23PM,Jun 18 2018  9:23PM,Suspicious Person,AOK- All OK,2,19/02/19 12:14,30.460789,-97.718032
1263343,21/10/18 03:10,Oct 21 2018  3:10AM,Oct 21 2018  3:10AM,Customer Trouble,AOK- All OK,2,19/02/19 12:14,30.46082,-97.654085
1408659,11/03/18 08:29,Mar 11 2018  8:29AM,Mar 11 2018  8:29AM,Emotionally Disturb Person,TRN-Transport,1,19/02/19 12:14,30.460884,-97.675756
1079158,08/08/18 13:26,Aug  8 2018  1:26PM,Aug  8 2018  1:26PM,Suspicious Person,GOA-Gone on Arrival,2,19/02/19 12:14,30.461008,-97.63257
1128033,08/08/18 01:46,Aug  8 2018  1:46AM,Aug  8 2018  1:46AM,Suspicious Person,TRN-Transport,2,19/02/19 12:14,30.461116,-97.625876
1409926,14/03/18 10:19,Mar 14 2018 10:19AM,Mar 14 2018 10:19AM,Emotionally Disturb Person,ADV-Advised,1,19/02/19 12:14,30.461284,-97.625875
1829469,05/06/18 22:44,Jun  5 2018 10:44PM,Jun  5 2018 10:44PM,Traffic Law Enforcement,AST-Assist,4,19/02/19 12:14,30.461372,-97.677927
1282103,21/06/18 17:43,Jun 21 2018  5:43PM,Jun 21 2018  5:43PM,Check Hazard,ADV-Advised,2,19/02/19 12:14,30.461419,-97.620319
1388367,21/02/18 09:04,Feb 21 2018  9:04AM,Feb 21 2018  9:04AM,Truancy,TRN-Transport,3,19/02/19 12:14,30.461521,-97.680895
1086192,25/06/18 23:11,Jun 25 2018 11:11PM,Jun 25 2018 11:11PM,Suspicious Person,GOA-Gone on Arrival,2,19/02/19 12:14,30.461537,-97.631288
1109096,13/07/18 19:42,Jul 13 2018  7:42PM,Jul 13 2018  7:42PM,Disturbance,GOA-Gone on Arrival,2,19/02/19 12:14,30.4616,-97.719311
1046864,02/04/18 15:48,Apr  2 2018  3:48PM,Apr  2 2018  3:48PM,Suspicious Person,SNT-Sent,2,19/02/19 12:14,30.4616,-97.666796
1484217,28/07/18 02:34,Jul 28 2018  2:34AM,Jul 28 2018  2:34AM,Prowler,GOA-Gone on Arrival,2,19/02/19 12:14,30.462277,-97.63511
1566670,08/10/18 13:13,Oct  8 2018  1:13PM,Oct  8 2018  1:13PM,Burglary Dwlng In Progress,UNF-Unfounded,1,19/02/19 12:14,30.462452,-97.611879
1774847,07/03/18 00:43,Mar  7 2018 12:43AM,Mar  7 2018 12:43AM,Check the Welfare,TRN-Transport,2,19/02/19 12:14,30.462557,-97.625888
1708652,06/08/18 22:41,Aug  6 2018 10:41PM,Aug  6 2018 10:41PM,Disturbance,,2,19/02/19 12:14,30.462565,-97.614429
