APN,PERMITID,TYPE,PERMIT,DECISION,LIQUOR_TYPE,STATUS,ISSUEDATE,EXPIRE_YEAR,EXPIRE_DATE,ESTABLISHMENT_NUM,ESTABLISHMENT_NAME,TYPE_DESCRIPTION,ADDRESS,ZIP,StartDate,EndDate,LATITUDE,LONGITUDE,LastUpdateDate
5000499,20499,"L188",20499,"APPROVED","ON Sale","OPEN","12/04/2017 12:00:00 AM",2019,"12/04/2019 12:00:00 AM",400499,"Business 1705939395","LIQ ON-SALE A W/SS SERIES 2000","W AUSTIN AVE",78664,"12/04/2017 12:00:00 AM","04/12/2019 12:00:00 AM",30.51052,-97.680065,19/02/19 14:40
5000540,20540,"L188",20540,"APPROVED","ON Sale","OPEN","12/04/2017 12:00:00 AM",2019,"12/04/2019 12:00:00 AM",400540,"Business 801768137","LIQ ON-SALE A W/SS SERIES 2000","E BAGDAD AVE",78664,"12/04/2017 12:00:00 AM","04/12/2019 12:00:00 AM",30.5076,-97.677675,19/02/19 14:40
5000543,20543,"L190",20543,"APPROVED","ON Sale","OPEN","12/04/2017 12:00:00 AM",2019,"12/04/2019 12:00:00 AM",400543,"Business 1575309739","LIQ ON-SALE B W/SS SERIES 2000","WESTWOOD DR",78681,"12/04/2017 12:00:00 AM","04/12/2019 12:00:00 AM",30.50853,-97.692155,19/02/19 14:40
5000547,20547,"L247",20547,"APPROVED","ON Sale","OPEN","12/04/2017 12:00:00 AM",2019,"12/04/2019 12:00:00 AM",400547,"Business 1436707297","WINE E W/STRONG BEER","S WOODWAY DR",78681,"12/04/2017 12:00:00 AM","04/12/2019 12:00:00 AM",30.51338,-97.711595,19/02/19 14:40
5000551,20551,"L226",20551,"APPROVED","ON Sale","OPEN","12/04/2017 12:00:00 AM",2019,"12/04/2019 12:00:00 AM",400551,"Business 471407361","BEER CL E ON SALE","VINWOOD CV",78665,"12/04/2017 12:00:00 AM","04/12/2019 12:00:00 AM",30.51388,-97.629195,19/02/19 14:40
5000561,20561,"L247",20561,"APPROVED","ON Sale","OPEN","12/04/2017 12:00:00 AM",2019,"12/04/2019 12:00:00 AM",400561,"Business 259414926","WINE E W/STRONG BEER","DAWN MESA CT",78665,"12/04/2017 12:00:00 AM","04/12/2019 12:00:00 AM",30.50351,-97.614815,19/02/19 14:40
5000564,20564,"L246",20564,"APPROVED","ON Sale","OPEN","12/04/2017 12:00:00 AM",2019,"12/04/2019 12:00:00 AM",400564,"Business 1141402127","WINE D W/STRONG BEER","HILL ST",78664,"12/04/2017 12:00:00 AM","04/12/2019 12:00:00 AM",30.48866,-97.617985,19/02/19 14:40
5000585,20585,"L247",20585,"APPROVED","ON Sale","OPEN","12/04/2017 12:00:00 AM",2019,"12/04/2019 12:00:00 AM",400585,"Business 850415879","WINE E W/STRONG BEER","ST WILLIAMS AVE",78681,"12/04/2017 12:00:00 AM","04/12/2019 12:00:00 AM",30.50082,-97.696475,19/02/19 14:40
5000586,20586,"L247",20586,"APPROVED","ON Sale","OPEN","12/04/2017 12:00:00 AM",2019,"12/04/2019 12:00:00 AM",400586,"Business 169245876","WINE E W/STRONG BEER","ST WILLIAMS AVE",78681,"12/04/2017 12:00:00 AM","04/12/2019 12:00:00 AM",30.50062,-97.696485,19/02/19 14:40
5000590,20590,"L196",20590,"APPROVED","ON Sale","OPEN","12/04/2017 12:00:00 AM",2019,"12/04/2019 12:00:00 AM",400590,"Business 1780503289","LIQ ON-SALE E W/SS SERIES 2000","BLANCHARD DR",78681,"12/04/2017 12:00:00 AM","04/12/2019 12:00:00 AM",30.49684,-97.699235,19/02/19 14:40
5000592,20592,"L247",20592,"APPROVED","ON Sale","OPEN","12/04/2017 12:00:00 AM",2019,"12/04/2019 12:00:00 AM",400592,"Business 1321139723","WINE E W/STRONG BEER","ROCKRIDGE ST",78681,"12/04/2017 12:00:00 AM","04/12/2019 12:00:00 AM",30.50168,-97.710965,19/02/19 14:40
5000599,20599,"L196",20599,"APPROVED","ON Sale","OPEN","12/04/2017 12:00:00 AM",2019,"12/04/2019 12:00:00 AM",400599,"Business 1972639160","LIQ ON-SALE E W/SS SERIES 2000","ABBEY RD",78681,"12/04/2017 12:00:00 AM","04/12/2019 12:00:00 AM",30.49546,-97.691415,19/02/19 14:40
5000603,20603,"L196",20603,"APPROVED","ON Sale","OPEN","12/04/2017 12:00:00 AM",2019,"12/04/2019 12:00:00 AM",400603,"Business 1979582395","LIQ ON-SALE E W/SS SERIES 2000","ROCK CREEK DR",78681,"12/04/2017 12:00:00 AM","04/12/2019 12:00:00 AM",30.49409,-97.700995,19/02/19 14:40
5000613,20613,"L196",20613,"PENDING","ON Sale","OPEN","12/04/2017 12:00:00 AM",2019,"12/04/2019 12:00:00 AM",400613,"Business 640437683","LIQ ON-SALE E W/SS SERIES 2000","WOODHILL DR",78681,"12/04/2017 12:00:00 AM","04/12/2019 12:00:00 AM",30.48949,-97.700345,19/02/19 14:40
5000627,20627,"L188",20627,"APPROVED","ON Sale","OPEN","12/04/2017 12:00:00 AM",2019,"12/04/2019 12:00:00 AM",400627,"Business 1564725214","LIQ ON-SALE A W/SS SERIES 2000","S MAYS ST",78664,"12/04/2017 12:00:00 AM","04/12/2019 12:00:00 AM",30.4983,-97.676995,19/02/19 14:40
5000628,20628,"L247",20628,"APPROVED","ON Sale","OPEN","12/04/2017 12:00:00 AM",2019,"12/04/2019 12:00:00 AM",400628,"Business 353673689","WINE E W/STRONG BEER","S IH 35 FR",78681,"12/04/2017 12:00:00 AM","04/12/2019 12:00:00 AM",30.49657,-97.680435,19/02/19 14:40
5000637,20637,"L221",20637,"APPROVED","ON Sale","OPEN","12/04/2017 12:00:00 AM",2019,"12/04/2019 12:00:00 AM",400637,"Business 594900106","WINE ON SALE CLASS E","PENNY LN",78681,"12/04/2017 12:00:00 AM","04/12/2019 12:00:00 AM",30.4988,-97.690555,19/02/19 14:40
5000647,20647,"L247",20647,"APPROVED","ON Sale","OPEN","12/04/2017 12:00:00 AM",2019,"12/04/2019 12:00:00 AM",400647,"Business 1332433941","WINE E W/STRONG BEER","COOPER WAY",78681,"12/04/2017 12:00:00 AM","04/12/2019 12:00:00 AM",30.48862,-97.690635,19/02/19 14:40
5000652,20652,"L235",20652,"APPROVED","ON Sale","OPEN","12/04/2017 12:00:00 AM",2019,"12/04/2019 12:00:00 AM",400652,"Business 937711056","LIQ ON-SALE C-1 W/SS SERIES 2000","COOPER WAY",78681,"12/04/2017 12:00:00 AM","04/12/2019 12:00:00 AM",30.48874,-97.690235,19/02/19 14:40
5000653,20653,"L194",20653,"APPROVED","ON Sale","OPEN","12/04/2017 12:00:00 AM",2019,"12/04/2019 12:00:00 AM",400653,"Business 1529940621","LIQ ON-SALE D W/SS SERIES 2000","S IH 35 FR",78681,"12/04/2017 12:00:00 AM","04/12/2019 12:00:00 AM",30.49542,-97.680395,19/02/19 14:40
5000655,20655,"L247",20655,"APPROVED","ON Sale","OPEN","12/04/2017 12:00:00 AM",2019,"12/04/2019 12:00:00 AM",400655,"Business 1393078537","WINE E W/STRONG BEER","RAWHIDE LOOP",78681,"12/04/2017 12:00:00 AM","04/12/2019 12:00:00 AM",30.49316,-97.680465,19/02/19 14:40
5000659,20659,"L171",20659,"APPROVED","Off Sale","OPEN","12/04/2017 12:00:00 AM",2019,"12/04/2019 12:00:00 AM",400659,"Business 1583829496","LIQ OFF-SALE SERIES 2000","OLD WEST DR",78681,"12/04/2017 12:00:00 AM","04/12/2019 12:00:00 AM",30.49125,-97.680485,19/02/19 14:40
5000660,20660,"L242",20660,"APPROVED","ON Sale","OPEN","12/04/2017 12:00:00 AM",2019,"12/04/2019 12:00:00 AM",400660,"Business 1847000227","WINE A W/STRONG BEER","OLD WEST DR",78681,"12/04/2017 12:00:00 AM","04/12/2019 12:00:00 AM",30.49125,-97.680485,19/02/19 14:40
5000667,20667,"L247",20667,"APPROVED","ON Sale","OPEN","12/04/2017 12:00:00 AM",2019,"12/04/2019 12:00:00 AM",400667,"Business 2060060147","WINE E W/STRONG BEER","S KENNEY FORT BLVD",78665,"12/04/2017 12:00:00 AM","04/12/2019 12:00:00 AM",30.50259,-97.636515,19/02/19 14:40
5000676,20676,"L247",20676,"APPROVED","ON Sale","OPEN","12/04/2017 12:00:00 AM",2019,"12/04/2019 12:00:00 AM",400676,"Business 1640910442","WINE E W/STRONG BEER","CHINO VALLEY TRL",78665,"12/04/2017 12:00:00 AM","04/12/2019 12:00:00 AM",30.50255,-97.640425,19/02/19 14:40
5000334,20334,"L247",20334,"PENDING","ON Sale","OPEN","04/13/2017 12:00:00 AM",2019,"04/13/2019 12:00:00 AM",400334,"Business 1925057898","WINE E W/STRONG BEER"," "," ","04/13/2017 12:00:00 AM","04/13/2019 12:00:00 AM",30.43781,-97.650945,19/02/19 14:40
5000607,20607,"L235",20607,"NEW","ON Sale","OPEN","04/18/2017 11:01:00 AM",2019,"04/18/2019 11:01:00 AM",400607,"Business 1749451371","LIQ ON-SALE C-1 W/SS SERIES 2000","WOODGREEN DR",78681,"04/18/2017 11:01 AM","04/18/2019 11:01:00 AM",30.48949,-97.700835,19/02/19 14:40
5000608,20608,"L190",20608,"NEW","ON Sale","OPEN","04/18/2017 11:09:00 AM",2019,"04/18/2019 11:09:00 AM",400608,"Business 1034373552","LIQ ON-SALE B W/SS SERIES 2000","WOODGREEN DR",78681,"04/18/2017 11:09 AM","04/18/2019 11:09:00 AM",30.48949,-97.700835,19/02/19 14:40
5000007,20007,"L190",20007,"APPROVED","ON Sale","OPEN","04/25/2017 12:00:00 AM",2019,"04/25/2019 12:00:00 AM",400007,"Business 768712526","LIQ ON-SALE B W/SS SERIES 2000","LOUIS HENNA BLVD",78664,"04/25/2017 12:00:00 AM","04/25/2019 12:00:00 AM",30.48819,-97.635685,19/02/19 14:40
5000317,20317,"L190",20317,"APPROVED","ON Sale","OPEN","04/25/2017 12:00:00 AM",2019,"04/25/2019 12:00:00 AM",400317,"Business 514608844","LIQ ON-SALE B W/SS SERIES 2000","E PALM VALLEY BLVD",78664,"04/25/2017 12:00:00 AM","04/25/2019 12:00:00 AM",30.5195,-97.676485,19/02/19 14:40
5000507,20507,"L247",20507,"APPROVED","ON Sale","OPEN","04/25/2017 12:00:00 AM",2019,"04/25/2019 12:00:00 AM",400507,"Business 514014981","WINE E W/STRONG BEER","N MAYS ST",78664,"04/25/2017 12:00:00 AM","04/25/2019 12:00:00 AM",30.51218,-97.680455,19/02/19 14:40
5000538,20538,"L235",20538,"APPROVED","ON Sale","OPEN","04/25/2017 12:00:00 AM",2019,"04/25/2019 12:00:00 AM",400538,"Business 153327565","LIQ ON-SALE C-1 W/SS SERIES 2000","ROUND ROCK WEST DR",78681,"04/25/2017 12:00:00 AM","04/25/2019 12:00:00 AM",30.50303,-97.690625,19/02/19 14:40
5000563,20563,"L245",20563,"APPROVED","ON Sale","OPEN","04/25/2017 12:00:00 AM",2019,"04/25/2019 12:00:00 AM",400563,"Business 1195749670","WINE C-2 W/STRONG BEER","DONNELL DR",78664,"04/25/2017 12:00:00 AM","04/25/2019 12:00:00 AM",30.48874,-97.624065,19/02/19 14:40
5000006,20006,"L192",20006,"APPROVED","ON Sale","OPEN","04/27/2017 12:00:00 AM",2019,"04/27/2019 12:00:00 AM",400006,"Business 870950690","LIQ ON-SALE C-2 W/SS SERIES 2000","LOUIS HENNA BLVD",78664,"04/27/2017 12:00:00 AM","04/27/2019 12:00:00 AM",30.48819,-97.635685,19/02/19 14:40
5000017,20017,"L192",20017,"PENDING","ON Sale","OPEN","04/27/2017 12:00:00 AM",2019,"04/27/2019 12:00:00 AM",400017,"Business 1997032725","LIQ ON-SALE C-2 W/SS SERIES 2000","S A W GRIMES BLVD",78664,"04/27/2017 12:00:00 AM","04/27/2019 12:00:00 AM",30.48817,-97.653645,19/02/19 14:40
5000661,20661,"L246",20661,"PENDING","ON Sale","OPEN","04/27/2017 12:00:00 AM",2019,"04/27/2019 12:00:00 AM",400661,"Business 1691220050","WINE D W/STRONG BEER","PARKSIDE CIR",78664,"04/27/2017 12:00:00 AM","04/27/2019 12:00:00 AM",30.50225,-97.660685,19/02/19 14:40
5000400,20400,"L192",20400,"PENDING","ON Sale","OPEN","04/29/2017 12:00:00 AM",2019,"04/29/2019 12:00:00 AM",400400,"Business 1898451167","LIQ ON-SALE C-2 W/SS SERIES 2000","SERVICE",78665,"04/29/2017 12:00:00 AM","04/29/2019 12:00:00 AM",30.52086,-97.638005,19/02/19 14:40
5000326,20326,"L206",20326,"APPROVED","ON Sale","OPEN","03/08/2017 12:00:00 AM",2019,"03/08/2019 12:00:00 AM",400326,"Business 906607308","LIQ ON-SALE E W/SS SERIES 3000","E PALM VALLEY BLVD",78664,"03/08/2017 12:00:00 AM","08/03/2019 12:00:00 AM",30.51979,-97.674685,19/02/19 14:40
5000533,20533,"L200",20533,"PENDING","ON Sale","OPEN","03/08/2017 12:00:00 AM",2019,"03/08/2019 12:00:00 AM",400533,"Business 697361205","LIQ ON-SALE B W/SS SERIES 3000","ROUND ROCK AVE",78664,"03/08/2017 12:00:00 AM","08/03/2019 12:00:00 AM",30.50943,-97.684295,19/02/19 14:40
5000252,20252,"L206",20252,"PENDING","ON Sale","OPEN","05/08/2017 12:00:00 AM",2019,"05/08/2019 12:00:00 AM",400252,"Business 115724107","LIQ ON-SALE E W/SS SERIES 3000","EASTON DR",78664,"05/08/2017 12:00:00 AM","08/05/2019 12:00:00 AM",30.52957,-97.681685,19/02/19 14:40
5000200,20200,"L204",20200,"PENDING","ON Sale","OPEN","08/17/2017 12:00:00 AM",2019,"08/17/2019 12:00:00 AM",400200,"Business 1686119469","LIQ ON-SALE D W/SS SERIES 3000"," "," ","08/17/2017 12:00:00 AM","08/17/2019 12:00:00 AM",30.45293,-97.731075,19/02/19 14:40
5000511,20511,"L206",20511,"APPROVED","ON Sale","OPEN","08/17/2017 12:00:00 AM",2019,"08/17/2019 12:00:00 AM",400511,"Business 1641395875","LIQ ON-SALE E W/SS SERIES 3000","SPRING ST",78664,"08/17/2017 12:00:00 AM","08/17/2019 12:00:00 AM",30.51331,-97.675075,19/02/19 14:40
5000636,20636,"L206",20636,"APPROVED","ON Sale","OPEN","08/17/2017 12:00:00 AM",2019,"08/17/2019 12:00:00 AM",400636,"Business 1595036250","LIQ ON-SALE E W/SS SERIES 3000","BLUE JAY WAY",78681,"08/17/2017 12:00:00 AM","08/17/2019 12:00:00 AM",30.49587,-97.690645,19/02/19 14:40
5000187,20187,"L178",20187,"PENDING","ON Sale","OPEN","08/28/2017 12:00:00 AM",2019,"08/28/2019 12:00:00 AM",400187,"Business 1315344317","LIQ ON-SALE A W/SS SERIES 1000","GREENHILL DR",78665,"08/28/2017 12:00:00 AM","08/28/2019 12:00:00 AM",30.53892,-97.684385,19/02/19 14:40
5000449,20449,"L173",20449,"NEW","Off Sale","OPEN","08/31/2017 11:31:00 AM",2019,"08/31/2019 11:31:00 AM",400449,"Business 770723595","LIQ OFF-SALE SERIES 4000","OLD SETTLEMENT RD",78664,"08/31/2017 11:31 AM","08/31/2019 11:31:00 AM",30.51362,-97.660475,19/02/19 14:40
5000015,20015,"L204",20015,"PENDING","ON Sale","OPEN","08/31/2017 12:00:00 AM",2019,"08/31/2019 12:00:00 AM",400015,"Business 1893242290","LIQ ON-SALE D W/SS SERIES 3000"," "," ","08/31/2017 12:00:00 AM","08/31/2019 12:00:00 AM",30.47435,-97.635445,19/02/19 14:40
5000070,20070,"L172",20070,"APPROVED","Off Sale","OPEN","08/31/2017 12:00:00 AM",2019,"08/31/2019 12:00:00 AM",400070,"Business 529167897","LIQ OFF-SALE SERIES 3000"," "," ","08/31/2017 12:00:00 AM","08/31/2019 12:00:00 AM",30.46772,-97.626525,19/02/19 14:40
5000348,20348,"L245",20348,"APPROVED","ON Sale","OPEN","08/31/2017 12:00:00 AM",2019,"08/31/2019 12:00:00 AM",400348,"Business 129804825","WINE C-2 W/STRONG BEER","LAUREL PATH",78664,"08/31/2017 12:00:00 AM","08/31/2019 12:00:00 AM",30.52938,-97.657915,19/02/19 14:40
5000616,20616,"L186",20616,"APPROVED","ON Sale","OPEN","07/12/2017 12:00:00 AM",2019,"07/12/2019 12:00:00 AM",400616,"Business 1812852873","LIQ ON-SALE E W/SS SERIES 1000","WOODHILL DR",78681,"07/12/2017 12:00:00 AM","12/07/2019 12:00:00 AM",30.48985,-97.699705,19/02/19 14:40
5000385,20385,"L196",20385,"NEW","ON Sale","OPEN","09/12/2017 10:23:00 AM",2019,"09/12/2019 10:23:00 AM",400385,"Business 3258495","LIQ ON-SALE E W/SS SERIES 2000","E PALM VALLEY BLVD",78664,"09/12/2017 10:23 AM","12/09/2019 10:23:00 AM",30.51788,-97.662825,19/02/19 14:40
5000067,20067,"L186",20067,"APPROVED","ON Sale","OPEN","12/14/2017 12:00:00 AM",2019,"12/14/2019 12:00:00 AM",400067,"Business 1030827789","LIQ ON-SALE E W/SS SERIES 1000"," "," ","12/14/2017 12:00:00 AM","12/14/2019 12:00:00 AM",30.47608,-97.627675,19/02/19 14:40
5000127,20127,"L182",20127,"APPROVED","ON Sale","OPEN","12/14/2017 12:00:00 AM",2019,"12/14/2019 12:00:00 AM",400127,"Business 649147011","LIQ ON-SALE C-2 W/SS SERIES 1000","N A W GRIMES BLVD",78665,"12/14/2017 12:00:00 AM","12/14/2019 12:00:00 AM",30.5525,-97.649885,19/02/19 14:40
5000153,20153,"L180",20153,"APPROVED","ON Sale","OPEN","12/14/2017 12:00:00 AM",2019,"12/14/2019 12:00:00 AM",400153,"Business 1827419854","LIQ ON-SALE B W/SS SERIES 1000","PATHFINDER WAY",78665,"12/14/2017 12:00:00 AM","12/14/2019 12:00:00 AM",30.5441,-97.666465,19/02/19 14:40
5000158,20158,"L178",20158,"APPROVED","ON Sale","OPEN","12/14/2017 12:00:00 AM",2019,"12/14/2019 12:00:00 AM",400158,"Business 1871684769","LIQ ON-SALE A W/SS SERIES 1000","SUNDANCE DR",78665,"12/14/2017 12:00:00 AM","12/14/2019 12:00:00 AM",30.54131,-97.665815,19/02/19 14:40
5000227,20227,"L186",20227,"APPROVED","ON Sale","OPEN","12/14/2017 12:00:00 AM",2019,"12/14/2019 12:00:00 AM",400227,"Business 508775708","LIQ ON-SALE E W/SS SERIES 1000"," "," ","12/14/2017 12:00:00 AM","12/14/2019 12:00:00 AM",30.43273,-97.681455,19/02/19 14:40
5000245,20245,"L178",20245,"APPROVED","ON Sale","OPEN","12/14/2017 12:00:00 AM",2019,"12/14/2019 12:00:00 AM",400245,"Business 1765906590","LIQ ON-SALE A W/SS SERIES 1000","W MESA PARK DR",78664,"12/14/2017 12:00:00 AM","12/14/2019 12:00:00 AM",30.52465,-97.671515,19/02/19 14:40
5000254,20254,"L178",20254,"APPROVED","ON Sale","OPEN","12/14/2017 12:00:00 AM",2019,"12/14/2019 12:00:00 AM",400254,"Business 1610285476","LIQ ON-SALE A W/SS SERIES 1000","N IH 35 FR",78664,"12/14/2017 12:00:00 AM","12/14/2019 12:00:00 AM",30.52566,-97.689065,19/02/19 14:40
5000260,20260,"L186",20260,"APPROVED","ON Sale","OPEN","12/14/2017 12:00:00 AM",2019,"12/14/2019 12:00:00 AM",400260,"Business 1099212764","LIQ ON-SALE E W/SS SERIES 1000","VIRGINIA DR",78664,"12/14/2017 12:00:00 AM","12/14/2019 12:00:00 AM",30.52276,-97.674565,19/02/19 14:40
5000291,20291,"L178",20291,"APPROVED","ON Sale","OPEN","12/14/2017 12:00:00 AM",2019,"12/14/2019 12:00:00 AM",400291,"Business 685569419","LIQ ON-SALE A W/SS SERIES 1000","W OAK DR",78664,"12/14/2017 12:00:00 AM","12/14/2019 12:00:00 AM",30.52053,-97.677325,19/02/19 14:40
5000299,20299,"L186",20299,"APPROVED","ON Sale","OPEN","12/14/2017 12:00:00 AM",2019,"12/14/2019 12:00:00 AM",400299,"Business 873940129","LIQ ON-SALE E W/SS SERIES 1000","HERITAGE CENTER CIR",78664,"12/14/2017 12:00:00 AM","12/14/2019 12:00:00 AM",30.51805,-97.675955,19/02/19 14:40
5000300,20300,"L186",20300,"APPROVED","ON Sale","OPEN","12/14/2017 12:00:00 AM",2019,"12/14/2019 12:00:00 AM",400300,"Business 965572705","LIQ ON-SALE E W/SS SERIES 1000","HERITAGE CENTER CIR",78664,"12/14/2017 12:00:00 AM","12/14/2019 12:00:00 AM",30.51805,-97.675955,19/02/19 14:40
5000303,20303,"L170",20303,"APPROVED","Off Sale","OPEN","12/14/2017 12:00:00 AM",2019,"12/14/2019 12:00:00 AM",400303,"Business 1359722602","LIQ OFF-SALE SERIES 1000","SERVICE",78664,"12/14/2017 12:00:00 AM","12/14/2019 12:00:00 AM",30.51963,-97.679115,19/02/19 14:40
5000307,20307,"L178",20307,"APPROVED","ON Sale","OPEN","12/14/2017 12:00:00 AM",2019,"12/14/2019 12:00:00 AM",400307,"Business 1258533463","LIQ ON-SALE A W/SS SERIES 1000","SERVICE",78664,"12/14/2017 12:00:00 AM","12/14/2019 12:00:00 AM",30.51963,-97.679115,19/02/19 14:40
5000318,20318,"L180",20318,"APPROVED","ON Sale","OPEN","12/14/2017 12:00:00 AM",2019,"12/14/2019 12:00:00 AM",400318,"Business 1912552921","LIQ ON-SALE B W/SS SERIES 1000","E PALM VALLEY BLVD",78664,"12/14/2017 12:00:00 AM","12/14/2019 12:00:00 AM",30.51892,-97.675745,19/02/19 14:40
5000323,20323,"L180",20323,"APPROVED","ON Sale","OPEN","12/14/2017 12:00:00 AM",2019,"12/14/2019 12:00:00 AM",400323,"Business 1083915651","LIQ ON-SALE B W/SS SERIES 1000","E PALM VALLEY BLVD",78664,"12/14/2017 12:00:00 AM","12/14/2019 12:00:00 AM",30.51872,-97.675295,19/02/19 14:40
5000350,20350,"L170",20350,"APPROVED","Off Sale","OPEN","12/14/2017 12:00:00 AM",2019,"12/14/2019 12:00:00 AM",400350,"Business 1402791942","LIQ OFF-SALE SERIES 1000","BUCKEYE LN",78664,"12/14/2017 12:00:00 AM","12/14/2019 12:00:00 AM",30.52856,-97.659065,19/02/19 14:40
5000354,20354,"L233",20354,"APPROVED","ON Sale","OPEN","12/14/2017 12:00:00 AM",2019,"12/14/2019 12:00:00 AM",400354,"Business 1274475784","LIQ ON-SALE C-1 W/SS SERIES 1000","LANTANA DR",78664,"12/14/2017 12:00:00 AM","12/14/2019 12:00:00 AM",30.52853,-97.659935,19/02/19 14:40
5000357,20357,"L186",20357,"APPROVED","ON Sale","OPEN","12/14/2017 12:00:00 AM",2019,"12/14/2019 12:00:00 AM",400357,"Business 1607761560","LIQ ON-SALE E W/SS SERIES 1000","BAYLAND ST",78664,"12/14/2017 12:00:00 AM","12/14/2019 12:00:00 AM",30.52494,-97.658235,19/02/19 14:40
5000358,20358,"L186",20358,"APPROVED","ON Sale","OPEN","12/14/2017 12:00:00 AM",2019,"12/14/2019 12:00:00 AM",400358,"Business 636673008","LIQ ON-SALE E W/SS SERIES 1000","LANTANA DR",78664,"12/14/2017 12:00:00 AM","12/14/2019 12:00:00 AM",30.5269,-97.656795,19/02/19 14:40
5000367,20367,"L186",20367,"APPROVED","ON Sale","OPEN","12/14/2017 12:00:00 AM",2019,"12/14/2019 12:00:00 AM",400367,"Business 521339715","LIQ ON-SALE E W/SS SERIES 1000","LANTANA DR",78664,"12/14/2017 12:00:00 AM","12/14/2019 12:00:00 AM",30.52757,-97.659675,19/02/19 14:40
5000368,20368,"L186",20368,"APPROVED","ON Sale","OPEN","12/14/2017 12:00:00 AM",2019,"12/14/2019 12:00:00 AM",400368,"Business 1376540136","LIQ ON-SALE E W/SS SERIES 1000","LANTANA DR",78664,"12/14/2017 12:00:00 AM","12/14/2019 12:00:00 AM",30.52757,-97.659675,19/02/19 14:40
5000369,20369,"L180",20369,"APPROVED","ON Sale","OPEN","12/14/2017 12:00:00 AM",2019,"12/14/2019 12:00:00 AM",400369,"Business 1210067466","LIQ ON-SALE B W/SS SERIES 1000","SHOTWELL LN",78664,"12/14/2017 12:00:00 AM","12/14/2019 12:00:00 AM",30.52789,-97.660645,19/02/19 14:40
5000371,20371,"L186",20371,"APPROVED","ON Sale","OPEN","12/14/2017 12:00:00 AM",2019,"12/14/2019 12:00:00 AM",400371,"Business 1595745416","LIQ ON-SALE E W/SS SERIES 1000","GREEN MEADOW DR",78664,"12/14/2017 12:00:00 AM","12/14/2019 12:00:00 AM",30.52479,-97.670435,19/02/19 14:40
5000375,20375,"L178",20375,"APPROVED","ON Sale","OPEN","12/14/2017 12:00:00 AM",2019,"12/14/2019 12:00:00 AM",400375,"Business 1346855518","LIQ ON-SALE A W/SS SERIES 1000","SUNRISE RD",78664,"12/14/2017 12:00:00 AM","12/14/2019 12:00:00 AM",30.51913,-97.667375,19/02/19 14:40
5000414,20414,"L180",20414,"APPROVED","ON Sale","OPEN","12/14/2017 12:00:00 AM",2019,"12/14/2019 12:00:00 AM",400414,"Business 1397574211","LIQ ON-SALE B W/SS SERIES 1000","S KENNEY FORT BLVD",78665,"12/14/2017 12:00:00 AM","12/14/2019 12:00:00 AM",30.51298,-97.637595,19/02/19 14:40
5000417,20417,"L233",20417,"APPROVED","ON Sale","OPEN","12/14/2017 12:00:00 AM",2019,"12/14/2019 12:00:00 AM",400417,"Business 679765583","LIQ ON-SALE C-1 W/SS SERIES 1000","RAINTREE PATH",78664,"12/14/2017 12:00:00 AM","12/14/2019 12:00:00 AM",30.51039,-97.649895,19/02/19 14:40
5000419,20419,"L182",20419,"APPROVED","ON Sale","OPEN","12/14/2017 12:00:00 AM",2019,"12/14/2019 12:00:00 AM",400419,"Business 1186303572","LIQ ON-SALE C-2 W/SS SERIES 1000","SUGAR BERRY CV",78664,"12/14/2017 12:00:00 AM","12/14/2019 12:00:00 AM",30.51327,-97.649885,19/02/19 14:40
5000437,20437,"L180",20437,"APPROVED","ON Sale","OPEN","12/14/2017 12:00:00 AM",2019,"12/14/2019 12:00:00 AM",400437,"Business 964859392","LIQ ON-SALE B W/SS SERIES 1000","N A W GRIMES BLVD",78664,"12/14/2017 12:00:00 AM","12/14/2019 12:00:00 AM",30.51496,-97.655875,19/02/19 14:40
5000442,20442,"L180",20442,"APPROVED","ON Sale","OPEN","12/14/2017 12:00:00 AM",2019,"12/14/2019 12:00:00 AM",400442,"Business 962815353","LIQ ON-SALE B W/SS SERIES 1000","WILLOW WAY",78664,"12/14/2017 12:00:00 AM","12/14/2019 12:00:00 AM",30.51066,-97.650535,19/02/19 14:40
5000483,20483,"L178",20483,"APPROVED","ON Sale","OPEN","12/14/2017 12:00:00 AM",2019,"12/14/2019 12:00:00 AM",400483,"Business 2127294532","LIQ ON-SALE A W/SS SERIES 1000","E PALM VALLEY BLVD",78664,"12/14/2017 12:00:00 AM","12/14/2019 12:00:00 AM",30.51688,-97.680085,19/02/19 14:40
5000485,20485,"L186",20485,"APPROVED","ON Sale","OPEN","12/14/2017 12:00:00 AM",2019,"12/14/2019 12:00:00 AM",400485,"Business 501129672","LIQ ON-SALE E W/SS SERIES 1000","PECAN AVE",78664,"12/14/2017 12:00:00 AM","12/14/2019 12:00:00 AM",30.51505,-97.676205,19/02/19 14:40
5000515,20515,"L233",20515,"APPROVED","ON Sale","OPEN","12/14/2017 12:00:00 AM",2019,"12/14/2019 12:00:00 AM",400515,"Business 2045781467","LIQ ON-SALE C-1 W/SS SERIES 1000","SUNSET DR",78664,"12/14/2017 12:00:00 AM","12/14/2019 12:00:00 AM",30.51487,-97.682365,19/02/19 14:40
